geo_join_id,neighborhood,data_value,message
101,Kingsbridge - Riverdale,4.7,Estimate is based on small numbers so should be interpreted with caution.
101,Kingsbridge - Riverdale,9.5,Estimate is based on small numbers so should be interpreted with caution.
102,Northeast Bronx,1.1,Estimate is based on small numbers so should be interpreted with caution.
102,Northeast Bronx,1.5,Estimate is based on small numbers so should be interpreted with caution.
103,Fordham - Bronx Pk,1.8,Estimate is based on small numbers so should be interpreted with caution.
103,Fordham - Bronx Pk,1.3,Estimate is based on small numbers so should be interpreted with caution.
104,Pelham - Throgs Neck,2.1,
104,Pelham - Throgs Neck,1.4,Estimate is based on small numbers so should be interpreted with caution.
105,Crotona -Tremont,4.1,Estimate is based on small numbers so should be interpreted with caution.
105,Crotona -Tremont,5.7,Estimate is based on small numbers so should be interpreted with caution.
106,High Bridge - Morrisania,3.5,Estimate is based on small numbers so should be interpreted with caution.
106,High Bridge - Morrisania,3,Estimate is based on small numbers so should be interpreted with caution.
107,Hunts Point - Mott Haven,6.6,Estimate is based on small numbers so should be interpreted with caution.
107,Hunts Point - Mott Haven,4.4,Estimate is based on small numbers so should be interpreted with caution.
201,Greenpoint,0.5,Estimate is based on small numbers so should be interpreted with caution.
201,Greenpoint,1.5,Estimate is based on small numbers so should be interpreted with caution.
202,Downtown - Heights - Slope,3.4,
202,Downtown - Heights - Slope,4,
203,Bedford Stuyvesant - Crown Heights,0.9,Estimate is based on small numbers so should be interpreted with caution.
203,Bedford Stuyvesant - Crown Heights,1.5,Estimate is based on small numbers so should be interpreted with caution.
204,East New York,1.1,Estimate is based on small numbers so should be interpreted with caution.
204,East New York,2,Estimate is based on small numbers so should be interpreted with caution.
205,Sunset Park,1.7,Estimate is based on small numbers so should be interpreted with caution.
205,Sunset Park,1.5,Estimate is based on small numbers so should be interpreted with caution.
206,Borough Park,0.6,Estimate is based on small numbers so should be interpreted with caution.
206,Borough Park,1.2,Estimate is based on small numbers so should be interpreted with caution.
207,East Flatbush - Flatbush,0.4,Estimate is based on small numbers so should be interpreted with caution.
207,East Flatbush - Flatbush,0.8,Estimate is based on small numbers so should be interpreted with caution.
208,Canarsie - Flatlands,0.6,Estimate is based on small numbers so should be interpreted with caution.
208,Canarsie - Flatlands,0.8,Estimate is based on small numbers so should be interpreted with caution.
208,Bensonhurst - Bay Ridge,1.2,Estimate is based on small numbers so should be interpreted with caution.
208,Bensonhurst - Bay Ridge,0.6,Estimate is based on small numbers so should be interpreted with caution.
210,Coney Island - Sheepshead Bay,0.7,Estimate is based on small numbers so should be interpreted with caution.
210,Coney Island - Sheepshead Bay,0.7,Estimate is based on small numbers so should be interpreted with caution.
211,Williamsburg - Bushwick,1.8,Estimate is based on small numbers so should be interpreted with caution.
211,Williamsburg - Bushwick,2.3,Estimate is based on small numbers so should be interpreted with caution.
301,Washington Heights,3,Estimate is based on small numbers so should be interpreted with caution.
301,Washington Heights,10.4,Estimate is based on small numbers so should be interpreted with caution.
302,Central Harlem - Morningside Heights,5,Estimate is based on small numbers so should be interpreted with caution.
302,Central Harlem - Morningside Heights,5.7,Estimate is based on small numbers so should be interpreted with caution.
303,East Harlem,7.5,Estimate is based on small numbers so should be interpreted with caution.
303,East Harlem,6.5,Estimate is based on small numbers so should be interpreted with caution.
304,Upper West Side,2.7,Estimate is based on small numbers so should be interpreted with caution.
304,Upper West Side,2,Estimate is based on small numbers so should be interpreted with caution.
305,Upper East Side,6.1,Estimate is based on small numbers so should be interpreted with caution.
305,Upper East Side,1.7,Estimate is based on small numbers so should be interpreted with caution.
306,Chelsea - Clinton,7.7,Estimate is based on small numbers so should be interpreted with caution.
306,Chelsea - Clinton,6.6,Estimate is based on small numbers so should be interpreted with caution.
307,Gramercy Park - Murray Hill,7,Estimate is based on small numbers so should be interpreted with caution.
307,Gramercy Park - Murray Hill,7.8,Estimate is based on small numbers so should be interpreted with caution.
308,Greenwich Village - SoHo,8.8,Estimate is based on small numbers so should be interpreted with caution.
308,Greenwich Village - SoHo,9.5,Estimate is based on small numbers so should be interpreted with caution.
309,Union Square - Lower East Side,10.4,
309,Union Square - Lower East Side,8.6,Estimate is based on small numbers so should be interpreted with caution.
310,Lower Manhattan,23.1,Estimate is based on small numbers so should be interpreted with caution.
310,Lower Manhattan,8.7,Estimate is based on small numbers so should be interpreted with caution.
401,Long Island City - Astoria,1.3,
401,Long Island City - Astoria,2,
402,West Queens,0.5,Estimate is based on small numbers so should be interpreted with caution.
402,West Queens,0.6,
403,Flushing - Clearview,0.3,Estimate is based on small numbers so should be interpreted with caution.
403,Flushing - Clearview,0.3,Estimate is based on small numbers so should be interpreted with caution.
404,Bayside - Little Neck,0.1,Estimate is based on small numbers so should be interpreted with caution.
404,Bayside - Little Neck,0.3,Estimate is based on small numbers so should be interpreted with caution.
405,Ridgewood - Forest Hills,0.2,Estimate is based on small numbers so should be interpreted with caution.
405,Ridgewood - Forest Hills,0.2,Estimate is based on small numbers so should be interpreted with caution.
406,Fresh Meadows,0.6,Estimate is based on small numbers so should be interpreted with caution.
406,Fresh Meadows,0.1,Estimate is based on small numbers so should be interpreted with caution.
407,Southwest Queens,0.3,Estimate is based on small numbers so should be interpreted with caution.
407,Southwest Queens,0.5,Estimate is based on small numbers so should be interpreted with caution.
408,Jamaica,0.3,Estimate is based on small numbers so should be interpreted with caution.
408,Jamaica,0.6,
409,Southeast Queens,0.2,Estimate is based on small numbers so should be interpreted with caution.
409,Southeast Queens,0.3,Estimate is based on small numbers so should be interpreted with caution.
410,Rockaways,0.6,Estimate is based on small numbers so should be interpreted with caution.
410,Rockaways,0.5,Estimate is based on small numbers so should be interpreted with caution.
501,Port Richmond,0.7,Estimate is based on small numbers so should be interpreted with caution.
501,Port Richmond,0.8,Estimate is based on small numbers so should be interpreted with caution.
502,Stapleton - St. George,0.4,Estimate is based on small numbers so should be interpreted with caution.
502,Stapleton - St. George,0.7,Estimate is based on small numbers so should be interpreted with caution.
503,Willowbrook,0.9,Estimate is based on small numbers so should be interpreted with caution.
503,Willowbrook,0.9,Estimate is based on small numbers so should be interpreted with caution.
504,South Beach - Tottenville,0.6,Estimate is based on small numbers so should be interpreted with caution.
504,South Beach - Tottenville,0.7,Estimate is based on small numbers so should be interpreted with caution.
