geo_join_id,neighborhood,data_value,message
101,Kingsbridge - Riverdale,89,
101,Kingsbridge - Riverdale,90.6,
102,Northeast Bronx,88,
102,Northeast Bronx,87.1,Estimate is based on small numbers so should be interpreted with caution.
103,Fordham - Bronx Pk,85.7,
103,Fordham - Bronx Pk,83.9,
104,Pelham - Throgs Neck,84.9,
104,Pelham - Throgs Neck,90.2,Estimate is based on small numbers so should be interpreted with caution.
105,Crotona -Tremont,79.1,
105,Crotona -Tremont,79.2,
106,High Bridge - Morrisania,78.9,
106,High Bridge - Morrisania,82.4,
107,Hunts Point - Mott Haven,74.3,
107,Hunts Point - Mott Haven,83.3,
201,Greenpoint,93.4,
201,Greenpoint,85.8,
202,Downtown - Heights - Slope,91.1,Estimate is based on small numbers so should be interpreted with caution.
202,Downtown - Heights - Slope,86.2,
203,Bedford Stuyvesant - Crown Heights,76.4,
203,Bedford Stuyvesant - Crown Heights,86.2,
204,East New York,79.6,
204,East New York,87.5,
205,Sunset Park,85.4,
205,Sunset Park,93.1,Estimate is based on small numbers so should be interpreted with caution.
206,Borough Park,91.5,Estimate is based on small numbers so should be interpreted with caution.
206,Borough Park,87.8,
207,East Flatbush - Flatbush,82.8,
207,East Flatbush - Flatbush,89.6,Estimate is based on small numbers so should be interpreted with caution.
208,Canarsie - Flatlands,85.3,
208,Canarsie - Flatlands,91.9,Estimate is based on small numbers so should be interpreted with caution.
208,Bensonhurst - Bay Ridge,91.2,
208,Bensonhurst - Bay Ridge,92.6,
210,Coney Island - Sheepshead Bay,91.5,Estimate is based on small numbers so should be interpreted with caution.
210,Coney Island - Sheepshead Bay,92,
211,Williamsburg - Bushwick,89,
211,Williamsburg - Bushwick,78.7,
301,Washington Heights,91.2,
301,Washington Heights,89.2,
302,Central Harlem - Morningside Heights,83.5,
302,Central Harlem - Morningside Heights,86.7,
303,East Harlem,87.6,
303,East Harlem,85,
304,Upper West Side,93.1,
304,Upper West Side,91.7,
305,Upper East Side,96.3,Estimate is based on small numbers so should be interpreted with caution.
305,Upper East Side,97.2,
306,Chelsea - Clinton,97.5,Estimate is based on small numbers so should be interpreted with caution.
306,Chelsea - Clinton,94.7,Estimate is based on small numbers so should be interpreted with caution.
307,Gramercy Park - Murray Hill,95.2,
307,Gramercy Park - Murray Hill,94.3,Estimate is based on small numbers so should be interpreted with caution.
308,Greenwich Village - SoHo,97.8,Estimate is based on small numbers so should be interpreted with caution.
308,Greenwich Village - SoHo,96,Estimate is based on small numbers so should be interpreted with caution.
309,Union Square - Lower East Side,92.3,Estimate is based on small numbers so should be interpreted with caution.
309,Union Square - Lower East Side,90.7,Estimate is based on small numbers so should be interpreted with caution.
310,Lower Manhattan,97.5,Estimate is based on small numbers so should be interpreted with caution.
310,Lower Manhattan,95.6,Estimate is based on small numbers so should be interpreted with caution.
401,Long Island City - Astoria,92.5,
401,Long Island City - Astoria,92.5,
402,West Queens,91.9,Estimate is based on small numbers so should be interpreted with caution.
402,West Queens,94.3,Estimate is based on small numbers so should be interpreted with caution.
403,Flushing - Clearview,92.9,Estimate is based on small numbers so should be interpreted with caution.
403,Flushing - Clearview,94.1,Estimate is based on small numbers so should be interpreted with caution.
404,Bayside - Little Neck,98.6,Estimate is based on small numbers so should be interpreted with caution.
404,Bayside - Little Neck,93.7,Estimate is based on small numbers so should be interpreted with caution.
405,Ridgewood - Forest Hills,95.8,Estimate is based on small numbers so should be interpreted with caution.
405,Ridgewood - Forest Hills,94,Estimate is based on small numbers so should be interpreted with caution.
406,Fresh Meadows,94.8,Estimate is based on small numbers so should be interpreted with caution.
406,Fresh Meadows,94.3,Estimate is based on small numbers so should be interpreted with caution.
407,Southwest Queens,91.2,
407,Southwest Queens,93,Estimate is based on small numbers so should be interpreted with caution.
408,Jamaica,87,Estimate is based on small numbers so should be interpreted with caution.
408,Jamaica,88.6,
409,Southeast Queens,92.5,Estimate is based on small numbers so should be interpreted with caution.
409,Southeast Queens,92.8,Estimate is based on small numbers so should be interpreted with caution.
410,Rockaways,81.6,
410,Rockaways,83.2,
501,Port Richmond,86.7,
501,Port Richmond,90.7,
502,Stapleton - St. George,90,Estimate is based on small numbers so should be interpreted with caution.
502,Stapleton - St. George,93.3,Estimate is based on small numbers so should be interpreted with caution.
503,Willowbrook,93.2,Estimate is based on small numbers so should be interpreted with caution.
503,Willowbrook,96,Estimate is based on small numbers so should be interpreted with caution.
504,South Beach - Tottenville,98.8,Estimate is based on small numbers so should be interpreted with caution.
504,South Beach - Tottenville,97,Estimate is based on small numbers so should be interpreted with caution.
