geo_join_id,neighborhood,data_value,message
101,Kingsbridge - Riverdale,33,
102,Northeast Bronx,25,
103,Fordham - Bronx Pk,69,
104,Pelham - Throgs Neck,32,
105,Crotona -Tremont,54,
106,High Bridge - Morrisania,47,
107,Hunts Point - Mott Haven,84,
201,Greenpoint,57,
202,Downtown - Heights - Slope,65,
203,Bedford Stuyvesant - Crown Heights,63,
204,East New York,66,
205,Sunset Park,60,
206,Borough Park,62,
207,East Flatbush - Flatbush,50,
208,Canarsie - Flatlands,5,
208,Bensonhurst - Bay Ridge,47,
210,Coney Island - Sheepshead Bay,43,
211,Williamsburg - Bushwick,71,
301,Washington Heights,96,
302,Central Harlem - Morningside Heights,88,
303,East Harlem,60,
304,Upper West Side,94,
305,Upper East Side,74,
306,Chelsea - Clinton,80,
307,Gramercy Park - Murray Hill,57,
308,Greenwich Village - SoHo,89,
309,Union Square - Lower East Side,61,
310,Lower Manhattan,76,
401,Long Island City - Astoria,55,
402,West Queens,41,
403,Flushing - Clearview,4,
404,Bayside - Little Neck,0,
405,Ridgewood - Forest Hills,43,
406,Fresh Meadows,0,
407,Southwest Queens,39,
408,Jamaica,23,
409,Southeast Queens,0,
410,Rockaways,39,
501,Port Richmond,0,
502,Stapleton - St. George,12,
503,Willowbrook,0,
504,South Beach - Tottenville,15,
