geo_join_id,neighborhood,data_value,message
101,Kingsbridge - Riverdale,2.9,
101,Kingsbridge - Riverdale,1.6,
102,Northeast Bronx,1.4,
102,Northeast Bronx,2.8,
103,Fordham - Bronx Pk,1.6,
103,Fordham - Bronx Pk,2.7,
104,Pelham - Throgs Neck,2.7,
104,Pelham - Throgs Neck,1.3,
105,Crotona -Tremont,1.6,
105,Crotona -Tremont,3,
106,High Bridge - Morrisania,3,
106,High Bridge - Morrisania,1.6,
107,Hunts Point - Mott Haven,2.8,
107,Hunts Point - Mott Haven,1.4,
201,Greenpoint,3.7,
201,Greenpoint,1.6,
202,Downtown - Heights - Slope,3.7,
202,Downtown - Heights - Slope,1.7,
203,Bedford Stuyvesant - Crown Heights,2.5,
203,Bedford Stuyvesant - Crown Heights,1.3,
204,East New York,2.3,
204,East New York,1.4,
205,Sunset Park,3.2,
205,Sunset Park,1.3,
206,Borough Park,2.5,
206,Borough Park,1.5,
207,East Flatbush - Flatbush,1.4,
207,East Flatbush - Flatbush,2.3,
208,Canarsie - Flatlands,2.4,
208,Canarsie - Flatlands,1.1,
208,Bensonhurst - Bay Ridge,2.8,
208,Bensonhurst - Bay Ridge,1.6,
210,Coney Island - Sheepshead Bay,2.4,
210,Coney Island - Sheepshead Bay,1.7,
211,Williamsburg - Bushwick,2.8,
211,Williamsburg - Bushwick,1.4,
301,Washington Heights,4.1,
301,Washington Heights,2.4,
302,Central Harlem - Morningside Heights,2.1,
302,Central Harlem - Morningside Heights,3.9,
303,East Harlem,2.1,
303,East Harlem,4.2,
304,Upper West Side,2.4,
304,Upper West Side,3.9,
305,Upper East Side,4.5,
305,Upper East Side,2.5,
306,Chelsea - Clinton,3.1,
306,Chelsea - Clinton,4.9,
307,Gramercy Park - Murray Hill,2.8,
307,Gramercy Park - Murray Hill,5.3,
308,Greenwich Village - SoHo,4.7,
308,Greenwich Village - SoHo,2.6,
309,Union Square - Lower East Side,5,
309,Union Square - Lower East Side,2.3,
310,Lower Manhattan,2.1,
310,Lower Manhattan,6.3,
401,Long Island City - Astoria,1.8,
401,Long Island City - Astoria,2.7,
402,West Queens,2.2,
402,West Queens,1.6,
403,Flushing - Clearview,1.9,
403,Flushing - Clearview,1.4,
404,Bayside - Little Neck,1.2,
404,Bayside - Little Neck,1.9,
405,Ridgewood - Forest Hills,2,
405,Ridgewood - Forest Hills,1.5,
406,Fresh Meadows,1.3,
406,Fresh Meadows,1.7,
407,Southwest Queens,1.4,
407,Southwest Queens,1.8,
408,Jamaica,1.8,
408,Jamaica,1.3,
409,Southeast Queens,1.1,
409,Southeast Queens,1.8,
410,Rockaways,0.8,
410,Rockaways,1.4,
501,Port Richmond,2.5,
501,Port Richmond,1.2,
502,Stapleton - St. George,1.3,
502,Stapleton - St. George,1.1,
503,Willowbrook,1.6,
503,Willowbrook,1.1,
504,South Beach - Tottenville,1.1,
504,South Beach - Tottenville,1,
