geo_join_id,neighborhood,data_value,message
101,Kingsbridge - Riverdale,94.8,
101,Kingsbridge - Riverdale,96.2,
102,Northeast Bronx,89.6,
102,Northeast Bronx,89.3,
103,Fordham - Bronx Pk,67.7,
103,Fordham - Bronx Pk,71.5,
104,Pelham - Throgs Neck,83.9,
104,Pelham - Throgs Neck,76.1,
105,Crotona -Tremont,63.6,
105,Crotona -Tremont,66.2,
106,High Bridge - Morrisania,63,
106,High Bridge - Morrisania,61.1,Estimate is based on small numbers so should be interpreted with caution.
107,Hunts Point - Mott Haven,54.2,
107,Hunts Point - Mott Haven,56.6,Estimate is based on small numbers so should be interpreted with caution.
201,Greenpoint,91.3,
201,Greenpoint,91.4,
202,Downtown - Heights - Slope,90.9,
202,Downtown - Heights - Slope,90.1,
203,Bedford Stuyvesant - Crown Heights,78.1,
203,Bedford Stuyvesant - Crown Heights,66.7,
204,East New York,82.6,
204,East New York,68.5,
205,Sunset Park,75.3,
205,Sunset Park,76.6,
206,Borough Park,92.2,
206,Borough Park,90.8,
207,East Flatbush - Flatbush,80.4,
207,East Flatbush - Flatbush,81.9,
208,Canarsie - Flatlands,92.4,
208,Canarsie - Flatlands,87.7,
208,Bensonhurst - Bay Ridge,95.5,
208,Bensonhurst - Bay Ridge,96.8,
210,Coney Island - Sheepshead Bay,86.1,
210,Coney Island - Sheepshead Bay,86.6,
211,Williamsburg - Bushwick,62.9,
211,Williamsburg - Bushwick,80,
301,Washington Heights,85.6,
301,Washington Heights,82.1,
302,Central Harlem - Morningside Heights,77.8,
302,Central Harlem - Morningside Heights,79.7,
303,East Harlem,75.9,
303,East Harlem,68.6,
304,Upper West Side,92.1,
304,Upper West Side,97,
305,Upper East Side,98.3,
305,Upper East Side,97.6,
306,Chelsea - Clinton,97,
306,Chelsea - Clinton,98.6,
307,Gramercy Park - Murray Hill,93.1,
307,Gramercy Park - Murray Hill,90.9,
308,Greenwich Village - SoHo,99.2,
308,Greenwich Village - SoHo,98.2,
309,Union Square - Lower East Side,88,
309,Union Square - Lower East Side,88.2,
310,Lower Manhattan,81.6,Estimate is based on small numbers so should be interpreted with caution.
310,Lower Manhattan,99.6,
401,Long Island City - Astoria,92.3,
401,Long Island City - Astoria,89.5,
402,West Queens,81.7,
402,West Queens,86.7,
403,Flushing - Clearview,88,
403,Flushing - Clearview,93.3,
404,Bayside - Little Neck,98.3,
404,Bayside - Little Neck,95.7,
405,Ridgewood - Forest Hills,95.5,
405,Ridgewood - Forest Hills,91.2,
406,Fresh Meadows,93.9,
406,Fresh Meadows,94.6,
407,Southwest Queens,89.2,
407,Southwest Queens,88.4,
408,Jamaica,90.7,
408,Jamaica,83.4,
409,Southeast Queens,96.1,
409,Southeast Queens,86.6,Estimate is based on small numbers so should be interpreted with caution.
410,Rockaways,79,
410,Rockaways,78.2,
501,Port Richmond,80.1,Estimate is based on small numbers so should be interpreted with caution.
501,Port Richmond,91.6,
502,Stapleton - St. George,83.7,Estimate is based on small numbers so should be interpreted with caution.
502,Stapleton - St. George,81.9,
503,Willowbrook,99.9,
503,Willowbrook,95.2,
504,South Beach - Tottenville,97.8,
504,South Beach - Tottenville,96.2,
