geo_join_id,neighborhood,data_value,message
101,Kingsbridge - Riverdale,75.4,
101,Kingsbridge - Riverdale,73.3,
101,Kingsbridge - Riverdale,71.9,
101,Kingsbridge - Riverdale,64.5,
102,Northeast Bronx,69.2,
102,Northeast Bronx,89.1,
102,Northeast Bronx,83,
102,Northeast Bronx,92.7,
103,Fordham - Bronx Pk,86.5,
103,Fordham - Bronx Pk,94.4,
103,Fordham - Bronx Pk,91,
103,Fordham - Bronx Pk,75.5,
104,Pelham - Throgs Neck,88.1,
104,Pelham - Throgs Neck,98.4,
104,Pelham - Throgs Neck,93.6,
104,Pelham - Throgs Neck,73.3,
105,Crotona -Tremont,99.2,
105,Crotona -Tremont,92.5,
105,Crotona -Tremont,106.5,
105,Crotona -Tremont,77.1,
106,High Bridge - Morrisania,89.5,
106,High Bridge - Morrisania,99.1,
106,High Bridge - Morrisania,105.2,
106,High Bridge - Morrisania,71.4,
107,Hunts Point - Mott Haven,131.9,
107,Hunts Point - Mott Haven,112.3,
107,Hunts Point - Mott Haven,93,
107,Hunts Point - Mott Haven,123.4,
201,Greenpoint,38.4,
201,Greenpoint,36.5,
201,Greenpoint,31.7,
201,Greenpoint,39.2,
202,Downtown - Heights - Slope,63.9,
202,Downtown - Heights - Slope,49.3,
202,Downtown - Heights - Slope,59.2,
202,Downtown - Heights - Slope,63.9,
203,Bedford Stuyvesant - Crown Heights,92.1,
203,Bedford Stuyvesant - Crown Heights,79.7,
203,Bedford Stuyvesant - Crown Heights,103.6,
203,Bedford Stuyvesant - Crown Heights,99,
204,East New York,79.5,
204,East New York,69.8,
204,East New York,81.8,
204,East New York,84.2,
205,Sunset Park,38,
205,Sunset Park,26.9,
205,Sunset Park,40.3,
205,Sunset Park,40.7,
206,Borough Park,22,
206,Borough Park,21.5,
206,Borough Park,22.4,
206,Borough Park,17.7,
207,East Flatbush - Flatbush,61.4,
207,East Flatbush - Flatbush,51.3,
207,East Flatbush - Flatbush,66.2,
207,East Flatbush - Flatbush,59.2,
208,Canarsie - Flatlands,62,
208,Canarsie - Flatlands,53,
208,Canarsie - Flatlands,65.8,
208,Canarsie - Flatlands,68.3,
208,Bensonhurst - Bay Ridge,37.9,
208,Bensonhurst - Bay Ridge,39.6,
208,Bensonhurst - Bay Ridge,39.1,
208,Bensonhurst - Bay Ridge,30.9,
210,Coney Island - Sheepshead Bay,36.7,
210,Coney Island - Sheepshead Bay,32.2,
210,Coney Island - Sheepshead Bay,36.1,
210,Coney Island - Sheepshead Bay,36.4,
211,Williamsburg - Bushwick,85.2,
211,Williamsburg - Bushwick,86.4,
211,Williamsburg - Bushwick,86.3,
211,Williamsburg - Bushwick,74.4,
301,Washington Heights,82.7,
301,Washington Heights,62.4,
301,Washington Heights,79.5,
301,Washington Heights,84.3,
302,Central Harlem - Morningside Heights,68.8,
302,Central Harlem - Morningside Heights,91.2,
302,Central Harlem - Morningside Heights,80.3,
302,Central Harlem - Morningside Heights,83.7,
303,East Harlem,102,
303,East Harlem,73.5,
303,East Harlem,90.2,
303,East Harlem,98.7,
304,Upper West Side,40.7,
304,Upper West Side,34.7,
304,Upper West Side,47.6,
304,Upper West Side,45.2,
305,Upper East Side,23.3,
305,Upper East Side,28.4,
305,Upper East Side,29.7,
305,Upper East Side,27.6,
306,Chelsea - Clinton,41.4,
306,Chelsea - Clinton,50.5,
306,Chelsea - Clinton,58,
306,Chelsea - Clinton,53.2,
307,Gramercy Park - Murray Hill,30.2,
307,Gramercy Park - Murray Hill,27.2,
307,Gramercy Park - Murray Hill,41.7,
307,Gramercy Park - Murray Hill,36.4,
308,Greenwich Village - SoHo,34.9,
308,Greenwich Village - SoHo,36.9,
308,Greenwich Village - SoHo,31.4,
308,Greenwich Village - SoHo,42.3,
309,Union Square - Lower East Side,72.2,
309,Union Square - Lower East Side,60.5,
309,Union Square - Lower East Side,76.2,
309,Union Square - Lower East Side,77.5,
310,Lower Manhattan,53.3,
310,Lower Manhattan,61.2,
310,Lower Manhattan,40.1,
310,Lower Manhattan,63.8,
401,Long Island City - Astoria,78.2,
401,Long Island City - Astoria,70,
401,Long Island City - Astoria,77.2,
401,Long Island City - Astoria,58.5,
402,West Queens,54.6,
402,West Queens,72.4,
402,West Queens,77.3,
402,West Queens,67.9,
403,Flushing - Clearview,65.6,
403,Flushing - Clearview,61.9,
403,Flushing - Clearview,50.9,
403,Flushing - Clearview,65.8,
404,Bayside - Little Neck,50.8,
404,Bayside - Little Neck,57.1,
404,Bayside - Little Neck,58.4,
404,Bayside - Little Neck,59.4,
405,Ridgewood - Forest Hills,67.6,
405,Ridgewood - Forest Hills,70.5,
405,Ridgewood - Forest Hills,53.5,
405,Ridgewood - Forest Hills,72.4,
406,Fresh Meadows,46.1,
406,Fresh Meadows,57.1,
406,Fresh Meadows,55.7,
406,Fresh Meadows,54.7,
407,Southwest Queens,57.6,
407,Southwest Queens,70.8,
407,Southwest Queens,75.4,
407,Southwest Queens,74.3,
408,Jamaica,61.9,
408,Jamaica,82,
408,Jamaica,73.7,
408,Jamaica,77.1,
409,Southeast Queens,70.9,
409,Southeast Queens,68.4,
409,Southeast Queens,60.7,
409,Southeast Queens,71,
410,Rockaways,62,
410,Rockaways,76.8,
410,Rockaways,75,
410,Rockaways,70.2,
501,Port Richmond,75.3,
501,Port Richmond,90.9,
501,Port Richmond,80.4,
501,Port Richmond,82.9,
502,Stapleton - St. George,67,
502,Stapleton - St. George,70.7,
502,Stapleton - St. George,58.3,
502,Stapleton - St. George,71.3,
503,Willowbrook,45.6,
503,Willowbrook,54.8,
503,Willowbrook,56,
503,Willowbrook,54.2,
504,South Beach - Tottenville,45.6,
504,South Beach - Tottenville,51.3,
504,South Beach - Tottenville,48.2,
504,South Beach - Tottenville,50.2,
