geo_join_id,neighborhood,data_value,message
101,Kingsbridge - Riverdale,16,
102,Northeast Bronx,15.4,
103,Fordham - Bronx Pk,31.3,
104,Pelham - Throgs Neck,21.8,
105,Crotona -Tremont,39.3,
106,High Bridge - Morrisania,38.3,
107,Hunts Point - Mott Haven,43.1,
201,Greenpoint,28.5,
202,Downtown - Heights - Slope,16.3,
203,Bedford Stuyvesant - Crown Heights,27.1,
204,East New York,32.8,
205,Sunset Park,28.4,
206,Borough Park,25.2,
207,East Flatbush - Flatbush,18.1,
208,Canarsie - Flatlands,12.9,
208,Bensonhurst - Bay Ridge,14.7,
210,Coney Island - Sheepshead Bay,18.2,
211,Williamsburg - Bushwick,32.5,
301,Washington Heights,25.8,
302,Central Harlem - Morningside Heights,27.7,
303,East Harlem,31.8,
304,Upper West Side,12,
305,Upper East Side,6.8,
306,Chelsea - Clinton,11.7,
307,Gramercy Park - Murray Hill,8.7,
308,Greenwich Village - SoHo,10.5,
309,Union Square - Lower East Side,21.4,
310,Lower Manhattan,12.4,
401,Long Island City - Astoria,16,
402,West Queens,18.1,
403,Flushing - Clearview,13,
404,Bayside - Little Neck,7.9,
405,Ridgewood - Forest Hills,12.4,
406,Fresh Meadows,14.1,
407,Southwest Queens,13.1,
408,Jamaica,15.3,
409,Southeast Queens,6.7,
410,Rockaways,21.4,
501,Port Richmond,21.6,
502,Stapleton - St. George,17,
503,Willowbrook,8.2,
504,South Beach - Tottenville,5.6,
