report_id,title,indicator_id,start_date,end_date,time_type,time,geo_entity_id,geo_join_id,geo_type,neighborhood,data_value,message,has_annual
79,Climate and Health,536,2013-01-01,2013-12-31,year,2013,106,106,UHF42,High Bridge - Morrisania,8.4,,FALSE
79,Climate and Health,506,2014-01-01,2014-12-31,year,2014,106,106,UHF42,High Bridge - Morrisania,30.5,,FALSE
79,Climate and Health,386,2009-06-01,2009-09-01,Summer Seasonal,Summer 2009,106,106,UHF42,High Bridge - Morrisania,22.64,,FALSE
79,Climate and Health,386,2012-06-01,2012-09-01,Summer Seasonal,Summer 2012,106,106,UHF42,High Bridge - Morrisania,33.23,,FALSE
79,Climate and Health,386,2014-06-01,2014-09-01,Summer Seasonal,Summer 2014,106,106,UHF42,High Bridge - Morrisania,29.91,,FALSE
79,Climate and Health,386,2015-06-01,2015-08-31,Summer Seasonal,Summer 2015,106,106,UHF42,High Bridge - Morrisania,29.93,,FALSE
79,Climate and Health,1196,2008-01-01,2008-12-31,year,2008,106,106,UHF42,High Bridge - Morrisania,382.9,,FALSE
79,Climate and Health,1196,2009-01-01,2009-12-31,year,2009,106,106,UHF42,High Bridge - Morrisania,378.5,,FALSE
79,Climate and Health,1196,2012-01-01,2012-12-31,year,2012,106,106,UHF42,High Bridge - Morrisania,448.7,,FALSE
79,Climate and Health,1196,2015-01-01,2015-12-31,year,2015,106,106,UHF42,High Bridge - Morrisania,481.3,,FALSE
79,Climate and Health,1196,2016-01-01,2016-12-31,year,2016,106,106,UHF42,High Bridge - Morrisania,488.2,,FALSE
79,Climate and Health,693,2013-01-01,2017-12-31,year,2013-2017,106,106,UHF42,High Bridge - Morrisania,41.1,,FALSE
79,Climate and Health,690,2017-01-01,2017-12-31,year,2017,106,106,UHF42,High Bridge - Morrisania,21,,FALSE
79,Climate and Health,386,2018-06-01,2018-09-01,Summer Seasonal,Summer 2018,106,106,UHF42,High Bridge - Morrisania,29.68,,FALSE
79,Climate and Health,692,2010-01-01,2014-12-31,other,2010-14,106,106,UHF42,High Bridge - Morrisania,7.28,,FALSE
79,Climate and Health,692,2013-01-01,2017-12-31,year,2013-17,106,106,UHF42,High Bridge - Morrisania,7.46,,FALSE
79,Climate and Health,688,2018-01-01,2018-12-31,year,2018,106,106,UHF42,High Bridge - Morrisania,99.43964236,,FALSE
79,Climate and Health,506,2004-01-01,2004-12-31,year,2004,106,106,UHF42,High Bridge - Morrisania,24.9,,FALSE
79,Climate and Health,506,2008-01-01,2008-12-31,year,2008,106,106,UHF42,High Bridge - Morrisania,33.8,,FALSE
79,Climate and Health,536,2005-01-01,2005-12-31,year,2005,106,106,UHF42,High Bridge - Morrisania,13.1,,FALSE
79,Climate and Health,386,2009-06-01,2010-08-31,other,2-Year Summer Average 2009-2010,106,106,UHF42,High Bridge - Morrisania,26.33,,FALSE
79,Climate and Health,693,2011-01-01,2015-12-31,year,2011-2015,106,106,UHF42,High Bridge - Morrisania,41.32,,FALSE
79,Climate and Health,693,2009-01-01,2013-12-31,other,2009-2013,106,106,UHF42,High Bridge - Morrisania,37.71,,FALSE
79,Climate and Health,506,2015-01-01,2015-12-31,year,2015,106,106,UHF42,High Bridge - Morrisania,33.5,,FALSE
79,Climate and Health,1196,2006-01-01,2006-12-31,year,2006,106,106,UHF42,High Bridge - Morrisania,411.3,,FALSE
79,Climate and Health,1196,2007-01-01,2007-12-31,year,2007,106,106,UHF42,High Bridge - Morrisania,367.4,,FALSE
79,Climate and Health,1196,2010-01-01,2010-12-31,year,2010,106,106,UHF42,High Bridge - Morrisania,398.2,,FALSE
79,Climate and Health,692,2009-01-01,2013-12-31,year,2009-13,106,106,UHF42,High Bridge - Morrisania,6.76,,FALSE
79,Climate and Health,692,2011-01-01,2015-12-31,other,2011-15,106,106,UHF42,High Bridge - Morrisania,7.16,,FALSE
79,Climate and Health,692,2012-01-01,2016-12-31,other,2012-16,106,106,UHF42,High Bridge - Morrisania,7.27,,FALSE
79,Climate and Health,386,2019-06-01,2019-08-31,Summer Seasonal,Summer 2019,106,106,UHF42,High Bridge - Morrisania,28.62,,FALSE
79,Climate and Health,88,2002-01-01,2002-12-31,year,2002,106,106,UHF42,High Bridge - Morrisania,36.9,,FALSE
79,Climate and Health,88,2005-01-01,2005-12-31,year,2005,106,106,UHF42,High Bridge - Morrisania,45.4,,FALSE
79,Climate and Health,506,2007-01-01,2007-12-31,year,2007,106,106,UHF42,High Bridge - Morrisania,33.2,,FALSE
79,Climate and Health,506,2009-01-01,2009-12-31,year,2009,106,106,UHF42,High Bridge - Morrisania,31.2,,FALSE
79,Climate and Health,506,2010-01-01,2010-12-31,year,2010,106,106,UHF42,High Bridge - Morrisania,31.1,,FALSE
79,Climate and Health,536,2006-01-01,2006-12-31,year,2006,106,106,UHF42,High Bridge - Morrisania,18.1,,FALSE
79,Climate and Health,506,2011-01-01,2011-12-31,year,2011,106,106,UHF42,High Bridge - Morrisania,32.9,,FALSE
79,Climate and Health,506,2012-01-01,2012-12-31,year,2012,106,106,UHF42,High Bridge - Morrisania,30.1,,FALSE
79,Climate and Health,689,2008-01-01,2012-12-31,other,2008-2012,106,106,UHF42,High Bridge - Morrisania,38.3,,FALSE
79,Climate and Health,692,2008-01-01,2012-12-31,other,2008-2012,106,106,UHF42,High Bridge - Morrisania,7.1,,FALSE
79,Climate and Health,691,2012-01-01,2012-12-31,year,2012,106,106,UHF42,High Bridge - Morrisania,7.9,,FALSE
79,Climate and Health,693,2012-01-01,2016-12-31,year,2012-2016,106,106,UHF42,High Bridge - Morrisania,42.74,,FALSE
79,Climate and Health,693,2010-01-01,2014-12-31,other,2010-2014,106,106,UHF42,High Bridge - Morrisania,37.68,,FALSE
79,Climate and Health,506,2016-01-01,2016-12-31,year,2016,106,106,UHF42,High Bridge - Morrisania,34.5,,FALSE
79,Climate and Health,536,2014-01-01,2014-12-31,year,2014,106,106,UHF42,High Bridge - Morrisania,3.2,Estimate is based on small numbers so should be interpreted with caution.,FALSE
79,Climate and Health,1196,2013-01-01,2013-12-31,year,2013,106,106,UHF42,High Bridge - Morrisania,468.3,,FALSE
79,Climate and Health,692,2008-01-01,2012-12-31,other,2008-12,106,106,UHF42,High Bridge - Morrisania,7.15,,FALSE
79,Climate and Health,88,2005-01-01,2005-12-31,year,2005,107,107,UHF42,Hunts Point - Mott Haven,52.5,,FALSE
79,Climate and Health,88,2008-01-01,2008-12-31,year,2008,107,107,UHF42,Hunts Point - Mott Haven,44.4,,FALSE
79,Climate and Health,506,2003-01-01,2003-12-31,year,2003,107,107,UHF42,Hunts Point - Mott Haven,26.2,,FALSE
79,Climate and Health,506,2005-01-01,2005-12-31,year,2005,107,107,UHF42,Hunts Point - Mott Haven,29.8,,FALSE
79,Climate and Health,506,2010-01-01,2010-12-31,year,2010,107,107,UHF42,Hunts Point - Mott Haven,31.1,,FALSE
79,Climate and Health,536,2009-01-01,2009-12-31,year,2009,107,107,UHF42,Hunts Point - Mott Haven,3.7,Estimate is based on small numbers so should be interpreted with caution.,FALSE
79,Climate and Health,506,2011-01-01,2011-12-31,year,2011,107,107,UHF42,Hunts Point - Mott Haven,32.9,,FALSE
79,Climate and Health,386,2010-06-01,2010-09-01,Summer Seasonal,Summer 2010,107,107,UHF42,Hunts Point - Mott Haven,33.34,,FALSE
79,Climate and Health,1196,2006-01-01,2006-12-31,year,2006,107,107,UHF42,Hunts Point - Mott Haven,440.2,,FALSE
79,Climate and Health,1196,2008-01-01,2008-12-31,year,2008,107,107,UHF42,Hunts Point - Mott Haven,403.3,,FALSE
79,Climate and Health,1196,2011-01-01,2011-12-31,year,2011,107,107,UHF42,Hunts Point - Mott Haven,470.3,,FALSE
79,Climate and Health,1196,2013-01-01,2013-12-31,year,2013,107,107,UHF42,Hunts Point - Mott Haven,517.7,,FALSE
79,Climate and Health,386,2018-06-01,2018-09-01,Summer Seasonal,Summer 2018,107,107,UHF42,Hunts Point - Mott Haven,30.62,,FALSE
79,Climate and Health,692,2008-01-01,2012-12-31,other,2008-12,107,107,UHF42,Hunts Point - Mott Haven,8.44,,FALSE
79,Climate and Health,692,2013-01-01,2017-12-31,year,2013-17,107,107,UHF42,Hunts Point - Mott Haven,7.5,,FALSE
79,Climate and Health,88,2017-01-01,2017-12-31,year,2017,107,107,UHF42,Hunts Point - Mott Haven,45.8,,FALSE
79,Climate and Health,506,2007-01-01,2007-12-31,year,2007,107,107,UHF42,Hunts Point - Mott Haven,33.2,,FALSE
79,Climate and Health,506,2008-01-01,2008-12-31,year,2008,107,107,UHF42,Hunts Point - Mott Haven,33.8,,FALSE
79,Climate and Health,506,2009-01-01,2009-12-31,year,2009,107,107,UHF42,Hunts Point - Mott Haven,31.2,,FALSE
79,Climate and Health,536,2010-01-01,2010-12-31,year,2010,107,107,UHF42,Hunts Point - Mott Haven,11.7,,FALSE
79,Climate and Health,536,2011-01-01,2011-12-31,year,2011,107,107,UHF42,Hunts Point - Mott Haven,10.9,,FALSE
79,Climate and Health,536,2012-01-01,2012-12-31,year,2012,107,107,UHF42,Hunts Point - Mott Haven,7.9,Estimate is based on small numbers so should be interpreted with caution.,FALSE
79,Climate and Health,687,2013-01-01,2013-12-31,year,2013,107,107,UHF42,Hunts Point - Mott Haven,70.5,,FALSE
79,Climate and Health,690,2010-01-01,2010-12-31,year,2010,107,107,UHF42,Hunts Point - Mott Haven,16,,FALSE
79,Climate and Health,692,2008-01-01,2012-12-31,other,2008-2012,107,107,UHF42,Hunts Point - Mott Haven,8.4,,FALSE
79,Climate and Health,691,2012-01-01,2012-12-31,year,2012,107,107,UHF42,Hunts Point - Mott Haven,7.9,,FALSE
79,Climate and Health,386,2009-06-01,2009-09-01,Summer Seasonal,Summer 2009,107,107,UHF42,Hunts Point - Mott Haven,25.23,,FALSE
79,Climate and Health,386,2012-06-01,2012-09-01,Summer Seasonal,Summer 2012,107,107,UHF42,Hunts Point - Mott Haven,34.98,,FALSE
79,Climate and Health,386,2013-06-01,2013-09-01,Summer Seasonal,Summer 2013,107,107,UHF42,Hunts Point - Mott Haven,31.59,,FALSE
79,Climate and Health,506,2015-01-01,2015-12-31,year,2015,107,107,UHF42,Hunts Point - Mott Haven,30.5,,FALSE
79,Climate and Health,506,2016-01-01,2016-12-31,year,2016,107,107,UHF42,Hunts Point - Mott Haven,52.9,Estimate is based on small numbers so should be interpreted with caution.,FALSE
79,Climate and Health,1196,2010-01-01,2010-12-31,year,2010,107,107,UHF42,Hunts Point - Mott Haven,404.7,,FALSE
79,Climate and Health,1196,2012-01-01,2012-12-31,year,2012,107,107,UHF42,Hunts Point - Mott Haven,487.5,,FALSE
79,Climate and Health,692,2009-01-01,2013-12-31,year,2009-13,107,107,UHF42,Hunts Point - Mott Haven,8.37,,FALSE
79,Climate and Health,692,2010-01-01,2014-12-31,other,2010-14,107,107,UHF42,Hunts Point - Mott Haven,8.38,,FALSE
79,Climate and Health,692,2012-01-01,2016-12-31,other,2012-16,107,107,UHF42,Hunts Point - Mott Haven,6.96,,FALSE
79,Climate and Health,688,2018-01-01,2018-12-31,year,2018,107,107,UHF42,Hunts Point - Mott Haven,100.6503347,,FALSE
79,Climate and Health,386,2019-06-01,2019-08-31,Summer Seasonal,Summer 2019,107,107,UHF42,Hunts Point - Mott Haven,29.58,,FALSE
79,Climate and Health,506,2004-01-01,2004-12-31,year,2004,107,107,UHF42,Hunts Point - Mott Haven,24.9,,FALSE
79,Climate and Health,506,2006-01-01,2006-12-31,year,2006,107,107,UHF42,Hunts Point - Mott Haven,26.2,,FALSE
79,Climate and Health,536,2005-01-01,2005-12-31,year,2005,107,107,UHF42,Hunts Point - Mott Haven,15.5,,FALSE
79,Climate and Health,536,2007-01-01,2007-12-31,year,2007,107,107,UHF42,Hunts Point - Mott Haven,9.9,,FALSE
79,Climate and Health,536,2008-01-01,2008-12-31,year,2008,107,107,UHF42,Hunts Point - Mott Haven,11.3,,FALSE
79,Climate and Health,386,2009-06-01,2010-08-31,other,2-Year Summer Average 2009-2010,107,107,UHF42,Hunts Point - Mott Haven,27.68,,FALSE
79,Climate and Health,506,2012-01-01,2012-12-31,year,2012,107,107,UHF42,Hunts Point - Mott Haven,30.1,,FALSE
79,Climate and Health,689,2008-01-01,2012-12-31,other,2008-2012,107,107,UHF42,Hunts Point - Mott Haven,43.1,,FALSE
79,Climate and Health,693,2008-01-01,2012-12-31,other,2008-2012,107,107,UHF42,Hunts Point - Mott Haven,44.73,,FALSE
79,Climate and Health,506,2013-01-01,2013-12-31,year,2013,107,107,UHF42,Hunts Point - Mott Haven,34.1,,FALSE
79,Climate and Health,536,2013-01-01,2013-12-31,year,2013,107,107,UHF42,Hunts Point - Mott Haven,6.4,Estimate is based on small numbers so should be interpreted with caution.,FALSE
79,Climate and Health,386,2011-06-01,2011-09-01,Summer Seasonal,Summer 2011,107,107,UHF42,Hunts Point - Mott Haven,33.42,,FALSE
79,Climate and Health,693,2009-01-01,2013-12-31,other,2009-2013,107,107,UHF42,Hunts Point - Mott Haven,44.73,,FALSE
79,Climate and Health,386,2017-06-01,2017-09-01,Summer Seasonal,Summer 2017,107,107,UHF42,Hunts Point - Mott Haven,29.41,,FALSE
79,Climate and Health,1196,2007-01-01,2007-12-31,year,2007,107,107,UHF42,Hunts Point - Mott Haven,410,,FALSE
79,Climate and Health,1196,2015-01-01,2015-12-31,year,2015,107,107,UHF42,Hunts Point - Mott Haven,497.9,,FALSE
79,Climate and Health,1196,2016-01-01,2016-12-31,year,2016,107,107,UHF42,Hunts Point - Mott Haven,498.6,,FALSE
79,Climate and Health,386,2020-06-01,2020-08-31,Summer Seasonal,Summer 2020,107,107,UHF42,Hunts Point - Mott Haven,31.49,,FALSE
79,Climate and Health,88,2002-01-01,2002-12-31,year,2002,107,107,UHF42,Hunts Point - Mott Haven,44.2,,FALSE
79,Climate and Health,536,2006-01-01,2006-12-31,year,2006,107,107,UHF42,Hunts Point - Mott Haven,20.8,,FALSE
79,Climate and Health,706,2013-01-01,2013-12-31,year,2013,107,107,UHF42,Hunts Point - Mott Haven,NA,Estimate is suppressed due to insufficient data.,FALSE
79,Climate and Health,506,2014-01-01,2014-12-31,year,2014,107,107,UHF42,Hunts Point - Mott Haven,30.5,,FALSE
79,Climate and Health,386,2014-06-01,2014-09-01,Summer Seasonal,Summer 2014,107,107,UHF42,Hunts Point - Mott Haven,31.41,,FALSE
79,Climate and Health,386,2015-06-01,2015-08-31,Summer Seasonal,Summer 2015,107,107,UHF42,Hunts Point - Mott Haven,31.66,,FALSE
79,Climate and Health,386,2016-05-31,2016-08-31,Summer Seasonal,Summer 2016,107,107,UHF42,Hunts Point - Mott Haven,33.57,,FALSE
79,Climate and Health,693,2011-01-01,2015-12-31,year,2011-2015,107,107,UHF42,Hunts Point - Mott Haven,40.21,,FALSE
79,Climate and Health,693,2012-01-01,2016-12-31,year,2012-2016,107,107,UHF42,Hunts Point - Mott Haven,39.28,,FALSE
79,Climate and Health,693,2010-01-01,2014-12-31,other,2010-2014,107,107,UHF42,Hunts Point - Mott Haven,42.11,,FALSE
79,Climate and Health,506,2017-01-01,2017-12-31,year,2017,107,107,UHF42,Hunts Point - Mott Haven,44.9,Estimate is based on small numbers so should be interpreted with caution.,FALSE
79,Climate and Health,536,2014-01-01,2014-12-31,year,2014,107,107,UHF42,Hunts Point - Mott Haven,5.6,Estimate is based on small numbers so should be interpreted with caution.,FALSE
79,Climate and Health,1196,2005-01-01,2005-12-31,year,2005,107,107,UHF42,Hunts Point - Mott Haven,362.2,,FALSE
79,Climate and Health,1196,2009-01-01,2009-12-31,year,2009,107,107,UHF42,Hunts Point - Mott Haven,492,,FALSE
79,Climate and Health,1196,2014-01-01,2014-12-31,year,2014,107,107,UHF42,Hunts Point - Mott Haven,503.7,,FALSE
79,Climate and Health,693,2013-01-01,2017-12-31,year,2013-2017,107,107,UHF42,Hunts Point - Mott Haven,36.29,,FALSE
79,Climate and Health,690,2017-01-01,2017-12-31,year,2017,107,107,UHF42,Hunts Point - Mott Haven,18,,FALSE
79,Climate and Health,692,2011-01-01,2015-12-31,other,2011-15,107,107,UHF42,Hunts Point - Mott Haven,7.71,,FALSE
79,Climate and Health,88,2008-01-01,2008-12-31,year,2008,201,201,UHF42,Greenpoint,76.7,,FALSE
79,Climate and Health,536,2007-01-01,2007-12-31,year,2007,201,201,UHF42,Greenpoint,0.8,Estimate is based on small numbers so should be interpreted with caution.,FALSE
79,Climate and Health,386,2011-06-01,2011-09-01,Summer Seasonal,Summer 2011,201,201,UHF42,Greenpoint,31.61,,FALSE
79,Climate and Health,386,2013-06-01,2013-09-01,Summer Seasonal,Summer 2013,201,201,UHF42,Greenpoint,29.77,,FALSE
79,Climate and Health,386,2015-06-01,2015-08-31,Summer Seasonal,Summer 2015,201,201,UHF42,Greenpoint,30.97,,FALSE
79,Climate and Health,693,2012-01-01,2016-12-31,year,2012-2016,201,201,UHF42,Greenpoint,37.4,,FALSE
79,Climate and Health,693,2009-01-01,2013-12-31,other,2009-2013,201,201,UHF42,Greenpoint,40.14,,FALSE
79,Climate and Health,506,2016-01-01,2016-12-31,year,2016,201,201,UHF42,Greenpoint,13.5,Estimate is based on small numbers so should be interpreted with caution.,FALSE
79,Climate and Health,506,2017-01-01,2017-12-31,year,2017,201,201,UHF42,Greenpoint,21.1,,FALSE
79,Climate and Health,1196,2005-01-01,2005-12-31,year,2005,201,201,UHF42,Greenpoint,110.5,,FALSE
79,Climate and Health,1196,2010-01-01,2010-12-31,year,2010,201,201,UHF42,Greenpoint,109.1,,FALSE
79,Climate and Health,1196,2013-01-01,2013-12-31,year,2013,201,201,UHF42,Greenpoint,101.2,,FALSE
79,Climate and Health,690,2017-01-01,2017-12-31,year,2017,201,201,UHF42,Greenpoint,14,,FALSE
79,Climate and Health,692,2008-01-01,2012-12-31,other,2008-12,201,201,UHF42,Greenpoint,4.37,,FALSE
79,Climate and Health,692,2012-01-01,2016-12-31,other,2012-16,201,201,UHF42,Greenpoint,3.85,,FALSE
79,Climate and Health,386,2020-06-01,2020-08-31,Summer Seasonal,Summer 2020,201,201,UHF42,Greenpoint,29.71,,FALSE
79,Climate and Health,88,2002-01-01,2002-12-31,year,2002,201,201,UHF42,Greenpoint,86.7,,FALSE
79,Climate and Health,88,2005-01-01,2005-12-31,year,2005,201,201,UHF42,Greenpoint,73.8,,FALSE
79,Climate and Health,506,2003-01-01,2003-12-31,year,2003,201,201,UHF42,Greenpoint,22.4,,FALSE
79,Climate and Health,506,2004-01-01,2004-12-31,year,2004,201,201,UHF42,Greenpoint,17,,FALSE
79,Climate and Health,506,2005-01-01,2005-12-31,year,2005,201,201,UHF42,Greenpoint,11.9,,FALSE
79,Climate and Health,386,2009-06-01,2010-08-31,other,2-Year Summer Average 2009-2010,201,201,UHF42,Greenpoint,27.11,,FALSE
79,Climate and Health,536,2011-01-01,2011-12-31,year,2011,201,201,UHF42,Greenpoint,6.3,Estimate is based on small numbers so should be interpreted with caution.,FALSE
79,Climate and Health,690,2010-01-01,2010-12-31,year,2010,201,201,UHF42,Greenpoint,12.1,,FALSE
79,Climate and Health,692,2008-01-01,2012-12-31,other,2008-2012,201,201,UHF42,Greenpoint,4.4,,FALSE
79,Climate and Health,693,2008-01-01,2012-12-31,other,2008-2012,201,201,UHF42,Greenpoint,40.14,,FALSE
79,Climate and Health,536,2013-01-01,2013-12-31,year,2013,201,201,UHF42,Greenpoint,11.6,,FALSE
79,Climate and Health,506,2014-01-01,2014-12-31,year,2014,201,201,UHF42,Greenpoint,16.1,,FALSE
79,Climate and Health,386,2014-06-01,2014-09-01,Summer Seasonal,Summer 2014,201,201,UHF42,Greenpoint,30.47,,FALSE
79,Climate and Health,693,2010-01-01,2014-12-31,other,2010-2014,201,201,UHF42,Greenpoint,41.74,,FALSE
79,Climate and Health,1196,2009-01-01,2009-12-31,year,2009,201,201,UHF42,Greenpoint,125.3,,FALSE
79,Climate and Health,693,2013-01-01,2017-12-31,year,2013-2017,201,201,UHF42,Greenpoint,34.68,,FALSE
79,Climate and Health,692,2010-01-01,2014-12-31,other,2010-14,201,201,UHF42,Greenpoint,3.86,,FALSE
79,Climate and Health,692,2011-01-01,2015-12-31,other,2011-15,201,201,UHF42,Greenpoint,3.56,,FALSE
79,Climate and Health,692,2013-01-01,2017-12-31,year,2013-17,201,201,UHF42,Greenpoint,3.95,,FALSE
79,Climate and Health,88,2017-01-01,2017-12-31,year,2017,201,201,UHF42,Greenpoint,86,,FALSE
79,Climate and Health,506,2007-01-01,2007-12-31,year,2007,201,201,UHF42,Greenpoint,28.4,,FALSE
79,Climate and Health,506,2010-01-01,2010-12-31,year,2010,201,201,UHF42,Greenpoint,18.3,,FALSE
79,Climate and Health,506,2011-01-01,2011-12-31,year,2011,201,201,UHF42,Greenpoint,23.4,,FALSE
79,Climate and Health,689,2008-01-01,2012-12-31,other,2008-2012,201,201,UHF42,Greenpoint,28.5,,FALSE
79,Climate and Health,691,2012-01-01,2012-12-31,year,2012,201,201,UHF42,Greenpoint,9.8,Estimate is based on small numbers so should be interpreted with caution.,FALSE
79,Climate and Health,506,2013-01-01,2013-12-31,year,2013,201,201,UHF42,Greenpoint,15.7,,FALSE
79,Climate and Health,706,2013-01-01,2013-12-31,year,2013,201,201,UHF42,Greenpoint,84.8,Estimate is based on small numbers so should be interpreted with caution.,FALSE
79,Climate and Health,693,2011-01-01,2015-12-31,year,2011-2015,201,201,UHF42,Greenpoint,40.81,,FALSE
79,Climate and Health,506,2015-01-01,2015-12-31,year,2015,201,201,UHF42,Greenpoint,24.9,Estimate is based on small numbers so should be interpreted with caution.,FALSE
79,Climate and Health,536,2014-01-01,2014-12-31,year,2014,201,201,UHF42,Greenpoint,2.2,Estimate is based on small numbers so should be interpreted with caution.,FALSE
79,Climate and Health,1196,2006-01-01,2006-12-31,year,2006,201,201,UHF42,Greenpoint,102.2,,FALSE
79,Climate and Health,1196,2008-01-01,2008-12-31,year,2008,201,201,UHF42,Greenpoint,95.1,,FALSE
79,Climate and Health,1196,2012-01-01,2012-12-31,year,2012,201,201,UHF42,Greenpoint,109.1,,FALSE
79,Climate and Health,1196,2015-01-01,2015-12-31,year,2015,201,201,UHF42,Greenpoint,78.7,,FALSE
79,Climate and Health,1196,2016-01-01,2016-12-31,year,2016,201,201,UHF42,Greenpoint,72.5,,FALSE
79,Climate and Health,386,2018-06-01,2018-09-01,Summer Seasonal,Summer 2018,201,201,UHF42,Greenpoint,28.98,,FALSE
79,Climate and Health,692,2009-01-01,2013-12-31,year,2009-13,201,201,UHF42,Greenpoint,4.16,,FALSE
79,Climate and Health,688,2018-01-01,2018-12-31,year,2018,201,201,UHF42,Greenpoint,99.57900235,,FALSE
79,Climate and Health,506,2006-01-01,2006-12-31,year,2006,201,201,UHF42,Greenpoint,24.4,,FALSE
79,Climate and Health,506,2008-01-01,2008-12-31,year,2008,201,201,UHF42,Greenpoint,24.3,,FALSE
79,Climate and Health,506,2009-01-01,2009-12-31,year,2009,201,201,UHF42,Greenpoint,20.1,,FALSE
79,Climate and Health,536,2005-01-01,2005-12-31,year,2005,201,201,UHF42,Greenpoint,9,Estimate is based on small numbers so should be interpreted with caution.,FALSE
79,Climate and Health,536,2006-01-01,2006-12-31,year,2006,201,201,UHF42,Greenpoint,4.9,Estimate is based on small numbers so should be interpreted with caution.,FALSE
79,Climate and Health,536,2008-01-01,2008-12-31,year,2008,201,201,UHF42,Greenpoint,7.2,Estimate is based on small numbers so should be interpreted with caution.,FALSE
79,Climate and Health,536,2009-01-01,2009-12-31,year,2009,201,201,UHF42,Greenpoint,2.4,Estimate is based on small numbers so should be interpreted with caution.,FALSE
79,Climate and Health,536,2010-01-01,2010-12-31,year,2010,201,201,UHF42,Greenpoint,8.7,Estimate is based on small numbers so should be interpreted with caution.,FALSE
79,Climate and Health,506,2012-01-01,2012-12-31,year,2012,201,201,UHF42,Greenpoint,24.2,,FALSE
79,Climate and Health,536,2012-01-01,2012-12-31,year,2012,201,201,UHF42,Greenpoint,6.3,Estimate is based on small numbers so should be interpreted with caution.,FALSE
79,Climate and Health,687,2013-01-01,2013-12-31,year,2013,201,201,UHF42,Greenpoint,76.8,,FALSE
79,Climate and Health,386,2009-06-01,2009-09-01,Summer Seasonal,Summer 2009,201,201,UHF42,Greenpoint,25.56,,FALSE
79,Climate and Health,386,2010-06-01,2010-09-01,Summer Seasonal,Summer 2010,201,201,UHF42,Greenpoint,32.54,,FALSE
79,Climate and Health,386,2012-06-01,2012-09-01,Summer Seasonal,Summer 2012,201,201,UHF42,Greenpoint,32.73,,FALSE
79,Climate and Health,386,2016-05-31,2016-08-31,Summer Seasonal,Summer 2016,201,201,UHF42,Greenpoint,32.96,,FALSE
79,Climate and Health,386,2017-06-01,2017-09-01,Summer Seasonal,Summer 2017,201,201,UHF42,Greenpoint,28.98,,FALSE
79,Climate and Health,1196,2007-01-01,2007-12-31,year,2007,201,201,UHF42,Greenpoint,151.2,,FALSE
79,Climate and Health,1196,2011-01-01,2011-12-31,year,2011,201,201,UHF42,Greenpoint,85.8,,FALSE
79,Climate and Health,1196,2014-01-01,2014-12-31,year,2014,201,201,UHF42,Greenpoint,84.5,,FALSE
79,Climate and Health,386,2019-06-01,2019-08-31,Summer Seasonal,Summer 2019,201,201,UHF42,Greenpoint,27.77,,FALSE
79,Climate and Health,88,2005-01-01,2005-12-31,year,2005,202,202,UHF42,Downtown - Heights - Slope,84,,FALSE
79,Climate and Health,506,2006-01-01,2006-12-31,year,2006,202,202,UHF42,Downtown - Heights - Slope,18.2,,FALSE
79,Climate and Health,536,2007-01-01,2007-12-31,year,2007,202,202,UHF42,Downtown - Heights - Slope,6.5,,FALSE
79,Climate and Health,506,2011-01-01,2011-12-31,year,2011,202,202,UHF42,Downtown - Heights - Slope,10.8,,FALSE
79,Climate and Health,692,2008-01-01,2012-12-31,other,2008-2012,202,202,UHF42,Downtown - Heights - Slope,3.8,,FALSE
79,Climate and Health,691,2012-01-01,2012-12-31,year,2012,202,202,UHF42,Downtown - Heights - Slope,2.5,Estimate is based on small numbers so should be interpreted with caution.,FALSE
79,Climate and Health,386,2009-06-01,2009-09-01,Summer Seasonal,Summer 2009,202,202,UHF42,Downtown - Heights - Slope,23.08,,FALSE
79,Climate and Health,386,2012-06-01,2012-09-01,Summer Seasonal,Summer 2012,202,202,UHF42,Downtown - Heights - Slope,30.66,,FALSE
79,Climate and Health,386,2014-06-01,2014-09-01,Summer Seasonal,Summer 2014,202,202,UHF42,Downtown - Heights - Slope,29.32,,FALSE
79,Climate and Health,386,2015-06-01,2015-08-31,Summer Seasonal,Summer 2015,202,202,UHF42,Downtown - Heights - Slope,29.76,,FALSE
79,Climate and Health,693,2009-01-01,2013-12-31,other,2009-2013,202,202,UHF42,Downtown - Heights - Slope,33.64,,FALSE
79,Climate and Health,1196,2006-01-01,2006-12-31,year,2006,202,202,UHF42,Downtown - Heights - Slope,158.3,,FALSE
79,Climate and Health,1196,2010-01-01,2010-12-31,year,2010,202,202,UHF42,Downtown - Heights - Slope,150.4,,FALSE
79,Climate and Health,1196,2013-01-01,2013-12-31,year,2013,202,202,UHF42,Downtown - Heights - Slope,166.6,,FALSE
79,Climate and Health,1196,2015-01-01,2015-12-31,year,2015,202,202,UHF42,Downtown - Heights - Slope,148.9,,FALSE
79,Climate and Health,693,2013-01-01,2017-12-31,year,2013-2017,202,202,UHF42,Downtown - Heights - Slope,35.18,,FALSE
79,Climate and Health,386,2018-06-01,2018-09-01,Summer Seasonal,Summer 2018,202,202,UHF42,Downtown - Heights - Slope,28.54,,FALSE
79,Climate and Health,88,2017-01-01,2017-12-31,year,2017,202,202,UHF42,Downtown - Heights - Slope,87.2,,FALSE
