Jan-Jun 2023	8386	5550	66%
Jul-Dec 2023	11108	7149	64%
Jan-Jun 2024	10698	7221	67%
Jul-Dec 2024	11039	7226	65%
Jan-Jun 2025	10540	7142	68%
