Jan-Jun 2023	15531	3217	-21%
Jul-Dec 2023	15533	4129	-21%
Jan-Jun 2024	15522	4140	-27%
Jul-Dec 2024	14623	3340	-23%
Jan-Jun 2025	13900	2443	-18%
