Jan-Jun 2023	29	19	66
Jul-Dec 2023	35	33	94
Jan-Jun 2024	35	31	89
Jul-Dec 2024	39	37	95
Jan-Jun 2025	40	32	80
Jul-Dec 2025	40	33	83
Jan-Jun 2026	40	32	80
