Jan-Jun 2023	2384	1455	61%
Jul-Dec 2023	2564	1640	64%
Jan-Jun 2024	2685	1773	66%
Jul-Dec 2024	3524	2281	65%
Jan-Jun 2025	3448	2306	67%
Jul-Dec 2025	2559	1628	64%
Jan-Jun 2026	2511	1656	66%
