Jan-Jun 2023	9975	760	8
Jul-Dec 2023	9758	627	6
Jan-Jun 2024	9681	577	6
Jul-Dec 2024	8995	312	3
Jan-Jun 2025	8048	296	4
Jul-Dec 2025	8299	359	4
Jan-Jun 2026	8593	324	4
