Jan-Jun 2023	1180	763	137	242	38
Jul-Dec 2023	970	663	91	180	36
Jan-Jun 2024	946	651	102	175	18
Jul-Dec 2024	1079	755	137	152	35
Jan-Jun 2025	761	496	122	127	16
Jul-Dec 2025	682	445	86	138	13
Jan-Jun 2026	598	397	56	139	6
