Jan-Jun 2023	5305	528	10
Jul-Dec 2023	5123	469	9
Jan-Jun 2024	4943	507	10
Jul-Dec 2024	4616	308	7
Jan-Jun 2025	4716	309	7
Jul-Dec 2025	4568	311	7
Jan-Jun 2026	4637	283	6
