Jan-Jun 2023	3831	2236	713	645	237
Jul-Dec 2023	4446	2202	1328	628	288
Jan-Jun 2024	4194	2124	1406	518	146
Jul-Dec 2024	4258	2398	1207	504	149
Jan-Jun 2025	3956	2203	1132	484	137
Jul-Dec 2025	3099	1942	620	473	64
Jan-Jun 2026	2551	1833	151	525	42
