Time,GeoTypeDesc,GeoID,GeoRank,Geography,Number,Percent,Note
2015,UHF 42,102,4,Northeast Bronx,245,89.4,
2015,UHF 42,103,4,Fordham - Bronx Pk,386,88.7,
2015,UHF 42,104,4,Pelham - Throgs Neck,474,88.6,
2015,UHF 42,105,4,Crotona -Tremont,214,91.1,
2015,UHF 42,106,4,High Bridge - Morrisania,297,87.6,
2015,UHF 42,107,4,Hunts Point - Mott Haven,227,85.3,
2015,UHF 42,201,4,Greenpoint,482,90.9,
2015,UHF 42,202,4,Downtown - Heights - Slope,"1,235",91.5,
2015,UHF 42,203,4,Bedford Stuyvesant - Crown Heights,566,90,
2015,UHF 42,204,4,East New York,205,86.1,
2015,UHF 42,205,4,Sunset Park,329,82.5,
2015,UHF 42,206,4,Borough Park,399,88.3,
2015,UHF 42,207,4,East Flatbush - Flatbush,448,88,
2015,UHF 42,208,4,Canarsie - Flatlands,247,90.1,
2015,UHF 42,209,4,Bensonhurst - Bay Ridge,432,90.8,
2015,UHF 42,210,4,Coney Island - Sheepshead Bay,489,89.6,
2015,UHF 42,211,4,Williamsburg - Bushwick,368,88,
2015,UHF 42,301,4,Washington Heights,422,85.9,
2015,UHF 42,302,4,Central Harlem - Morningside Heights,278,84.2,
2015,UHF 42,303,4,East Harlem,224,83.6,
2015,UHF 42,304,4,Upper West Side,543,90,
2015,UHF 42,305,4,Upper East Side,703,91.5,
2015,UHF 42,306,4,Chelsea - Clinton,"2,416",91.5,
2015,UHF 42,307,4,Gramercy Park - Murray Hill,"1,347",90.7,
2015,UHF 42,308,4,Greenwich Village - SoHo,"1,139",90.5,
2015,UHF 42,309,4,Union Square - Lower East Side,"1,228",88.9,
2015,UHF 42,310,4,Lower Manhattan,559,93.5,
2015,UHF 42,401,4,Long Island City - Astoria,849,92.3,
2015,UHF 42,402,4,West Queens,"1,063",86.1,
2015,UHF 42,403,4,Flushing - Clearview,689,83.8,
2015,UHF 42,404,4,Bayside - Little Neck,192,86.9,
2015,UHF 42,405,4,Ridgewood - Forest Hills,501,87.9,
2015,UHF 42,406,4,Fresh Meadows,145,95.4,
2015,UHF 42,407,4,Southwest Queens,450,86.4,
2015,UHF 42,408,4,Jamaica,575,90.6,
2015,UHF 42,409,4,Southeast Queens,222,84.7,
2015,UHF 42,410,4,Rockaways,136,83.4,
2015,UHF 42,501,4,Port Richmond,126,86.9,
2015,UHF 42,502,4,Stapleton - St. George,203,86.8,
2015,UHF 42,503,4,Willowbrook,150,86.2,
2015,UHF 42,504,4,South Beach - Tottenville,317,93.2,
2014,Citywide,1,0,New York City,"20,402",84.8,
2014,Borough,1,1,Bronx,"1,901",85.2,
2014,Borough,2,1,Brooklyn,"4,887",84.8,
2014,Borough,3,1,Manhattan,"8,329",85.1,
2014,Borough,4,1,Queens,"4,501",83.7,
2014,Borough,5,1,Staten Island,776,86.4,
2014,UHF 42,101,4,Kingsbridge - Riverdale,135,85.4,
2014,UHF 42,102,4,Northeast Bronx,221,81.9,
2014,UHF 42,103,4,Fordham - Bronx Pk,360,82.8,
2014,UHF 42,104,4,Pelham - Throgs Neck,471,88.5,
2014,UHF 42,105,4,Crotona -Tremont,200,86.2,
2014,UHF 42,106,4,High Bridge - Morrisania,286,85.9,
2014,UHF 42,107,4,Hunts Point - Mott Haven,228,83.8,
2014,UHF 42,201,4,Greenpoint,448,85.7,
2014,UHF 42,202,4,Downtown - Heights - Slope,"1,173",87.5,
2014,UHF 42,203,4,Bedford Stuyvesant - Crown Heights,528,85,
2014,UHF 42,204,4,East New York,190,83.3,
2014,UHF 42,205,4,Sunset Park,301,75.6,
2014,UHF 42,206,4,Borough Park,385,84.2,
2014,UHF 42,207,4,East Flatbush - Flatbush,410,82.3,
2014,UHF 42,208,4,Canarsie - Flatlands,250,92.9,
2014,UHF 42,209,4,Bensonhurst - Bay Ridge,403,83.8,
2014,UHF 42,210,4,Coney Island - Sheepshead Bay,462,84.6,
2014,UHF 42,211,4,Williamsburg - Bushwick,337,83.2,
2014,UHF 42,301,4,Washington Heights,389,79.7,
2014,UHF 42,302,4,Central Harlem - Morningside Heights,260,81.5,
2014,UHF 42,303,4,East Harlem,223,82.6,
2014,UHF 42,304,4,Upper West Side,514,83.8,
2014,UHF 42,305,4,Upper East Side,650,84.1,
2014,UHF 42,306,4,Chelsea - Clinton,"2,298",88.1,
2014,UHF 42,307,4,Gramercy Park - Murray Hill,"1,251",84.6,
2014,UHF 42,308,4,Greenwich Village - SoHo,"1,060",84.1,
2014,UHF 42,309,4,Union Square - Lower East Side,"1,176",84.2,
2014,UHF 42,310,4,Lower Manhattan,508,87.3,
2014,UHF 42,401,4,Long Island City - Astoria,776,85.8,
2014,UHF 42,402,4,West Queens,"1,008",83,
2014,UHF 42,403,4,Flushing - Clearview,623,78.5,
2014,UHF 42,404,4,Bayside - Little Neck,193,87.3,
2014,UHF 42,405,4,Ridgewood - Forest Hills,470,84.4,
2014,UHF 42,406,4,Fresh Meadows,132,90.4,
2014,UHF 42,407,4,Southwest Queens,419,83,
2014,UHF 42,408,4,Jamaica,557,88.4,
2014,UHF 42,409,4,Southeast Queens,201,79.1,
2014,UHF 42,410,4,Rockaways,122,80.3,
2014,UHF 42,501,4,Port Richmond,121,81.8,
2014,UHF 42,502,4,Stapleton - St. George,210,86.8,
2014,UHF 42,503,4,Willowbrook,149,82.3,
2014,UHF 42,504,4,South Beach - Tottenville,296,90.5,
2013,Citywide,1,0,New York City,"19,457",82.5,
2013,Borough,1,1,Bronx,"1,903",85.6,
2013,Borough,2,1,Brooklyn,"4,661",82,
2013,Borough,3,1,Manhattan,"7,893",82.8,
2013,Borough,4,1,Queens,"4,223",80.7,
2013,Borough,5,1,Staten Island,759,84.9,
2013,UHF 42,101,4,Kingsbridge - Riverdale,146,86.4,
2013,UHF 42,102,4,Northeast Bronx,218,89,
2013,UHF 42,103,4,Fordham - Bronx Pk,372,83,
2013,UHF 42,104,4,Pelham - Throgs Neck,447,85.5,
2013,UHF 42,105,4,Crotona -Tremont,202,87.1,
2013,UHF 42,106,4,High Bridge - Morrisania,282,83.9,
2013,UHF 42,107,4,Hunts Point - Mott Haven,236,87.7,
2013,UHF 42,201,4,Greenpoint,425,82.8,
2013,UHF 42,202,4,Downtown - Heights - Slope,"1,141",84.7,
2013,UHF 42,203,4,Bedford Stuyvesant - Crown Heights,477,79.8,
2013,UHF 42,204,4,East New York,196,82.4,
2013,UHF 42,205,4,Sunset Park,283,72.6,
2013,UHF 42,206,4,Borough Park,340,75.7,
2013,UHF 42,207,4,East Flatbush - Flatbush,413,83.8,
2013,UHF 42,208,4,Canarsie - Flatlands,221,83.7,
2013,UHF 42,209,4,Bensonhurst - Bay Ridge,390,83.5,
2013,UHF 42,210,4,Coney Island - Sheepshead Bay,449,84.2,
2013,UHF 42,211,4,Williamsburg - Bushwick,326,83.8,
2013,UHF 42,301,4,Washington Heights,376,80.9,
2013,UHF 42,302,4,Central Harlem - Morningside Heights,231,76.2,
2013,UHF 42,303,4,East Harlem,218,80.7,
2013,UHF 42,304,4,Upper West Side,507,83.7,
2013,UHF 42,305,4,Upper East Side,653,83.2,
2013,UHF 42,306,4,Chelsea - Clinton,"2,153",86.2,
2013,UHF 42,307,4,Gramercy Park - Murray Hill,"1,200",83,
2013,UHF 42,308,4,Greenwich Village - SoHo,988,80.1,
2013,UHF 42,309,4,Union Square - Lower East Side,"1,097",79.8,
2013,UHF 42,310,4,Lower Manhattan,470,84.7,
2013,UHF 42,401,4,Long Island City - Astoria,718,82.3,
2013,UHF 42,402,4,West Queens,961,80.2,
2013,UHF 42,403,4,Flushing - Clearview,560,74.3,
2013,UHF 42,404,4,Bayside - Little Neck,176,82.6,
2013,UHF 42,405,4,Ridgewood - Forest Hills,447,80.8,
2013,UHF 42,406,4,Fresh Meadows,121,82.9,
2013,UHF 42,407,4,Southwest Queens,418,83.6,
2013,UHF 42,408,4,Jamaica,519,84.3,
2013,UHF 42,409,4,Southeast Queens,202,81.1,
2013,UHF 42,410,4,Rockaways,101,78.3,
2013,UHF 42,501,4,Port Richmond,120,75,
2013,UHF 42,502,4,Stapleton - St. George,201,85.9,
2013,UHF 42,503,4,Willowbrook,154,88,
2013,UHF 42,504,4,South Beach - Tottenville,284,87.4,
2012,Citywide,1,0,New York City,"18,989",81.9,
2012,Borough,1,1,Bronx,"1,838",83.2,
2012,Borough,2,1,Brooklyn,"4,347",80.1,
2012,Borough,3,1,Manhattan,"7,875",83.3,
2012,Borough,4,1,Queens,"4,146",80.1,
2012,Borough,5,1,Staten Island,779,86.7,
2012,UHF 42,101,4,Kingsbridge - Riverdale,149,88.7,
2012,UHF 42,102,4,Northeast Bronx,207,83.1,
2012,UHF 42,103,4,Fordham - Bronx Pk,369,84.4,
2012,UHF 42,104,4,Pelham - Throgs Neck,432,83.9,
2012,UHF 42,105,4,Crotona -Tremont,199,83.6,
2012,UHF 42,106,4,High Bridge - Morrisania,264,78.8,
2012,UHF 42,107,4,Hunts Point - Mott Haven,218,81.3,
2012,UHF 42,201,4,Greenpoint,464,84.1,
2012,UHF 42,202,4,Downtown - Heights - Slope,947,82.3,
2012,UHF 42,203,4,Bedford Stuyvesant - Crown Heights,459,79.4,
2012,UHF 42,204,4,East New York,184,80,
2012,UHF 42,205,4,Sunset Park,274,69.9,
2012,UHF 42,206,4,Borough Park,345,77.5,
2012,UHF 42,207,4,East Flatbush - Flatbush,372,75.6,
2012,UHF 42,208,4,Canarsie - Flatlands,219,86.6,
2012,UHF 42,209,4,Bensonhurst - Bay Ridge,382,82.9,
2012,UHF 42,210,4,Coney Island - Sheepshead Bay,434,80.5,
2012,UHF 42,211,4,Williamsburg - Bushwick,267,79.9,
2012,UHF 42,301,4,Washington Heights,353,78.1,
2012,UHF 42,302,4,Central Harlem - Morningside Heights,245,83.1,
2012,UHF 42,303,4,East Harlem,217,81.9,
2012,UHF 42,304,4,Upper West Side,489,83.2,
2012,UHF 42,305,4,Upper East Side,661,84.5,
2012,UHF 42,306,4,Chelsea - Clinton,"2,105",86,
2012,UHF 42,307,4,Gramercy Park - Murray Hill,"1,221",83.1,
2012,UHF 42,308,4,Greenwich Village - SoHo,"1,002",81.8,
2012,UHF 42,309,4,Union Square - Lower East Side,"1,079",79.9,
2012,UHF 42,310,4,Lower Manhattan,503,86.1,
2012,UHF 42,401,4,Long Island City - Astoria,676,79.2,
2012,UHF 42,402,4,West Queens,923,78.5,
2012,UHF 42,403,4,Flushing - Clearview,573,76.5,
2012,UHF 42,404,4,Bayside - Little Neck,172,80,
2012,UHF 42,405,4,Ridgewood - Forest Hills,440,81.8,
2012,UHF 42,406,4,Fresh Meadows,126,85.1,
2012,UHF 42,407,4,Southwest Queens,395,81.3,
2012,UHF 42,408,4,Jamaica,524,84.5,
2012,UHF 42,409,4,Southeast Queens,207,81.8,
2012,UHF 42,410,4,Rockaways,110,78.6,
2012,UHF 42,501,4,Port Richmond,137,85.1,
2012,UHF 42,502,4,Stapleton - St. George,198,82.8,
2012,UHF 42,503,4,Willowbrook,151,90.4,
2012,UHF 42,504,4,South Beach - Tottenville,293,88.3,
2011,Citywide,1,0,New York City,"16,513",72.3,
2011,Borough,1,1,Bronx,"1,625",73.5,
2011,Borough,2,1,Brooklyn,"3,805",71.1,
2011,Borough,3,1,Manhattan,"6,821",73.8,
2011,Borough,4,1,Queens,"3,516",69,
2011,Borough,5,1,Staten Island,716,79.1,
2011,UHF 42,101,4,Kingsbridge - Riverdale,128,75.7,
2011,UHF 42,102,4,Northeast Bronx,196,78.4,
2011,UHF 42,103,4,Fordham - Bronx Pk,313,71.6,
2011,UHF 42,104,4,Pelham - Throgs Neck,381,73.6,
2011,UHF 42,105,4,Crotona -Tremont,164,74.5,
2011,UHF 42,106,4,High Bridge - Morrisania,246,72.6,
2011,UHF 42,107,4,Hunts Point - Mott Haven,197,71.1,
2011,UHF 42,201,4,Greenpoint,400,73.3,
2011,UHF 42,202,4,Downtown - Heights - Slope,797,72.7,
2011,UHF 42,203,4,Bedford Stuyvesant - Crown Heights,385,68.8,
2011,UHF 42,204,4,East New York,153,66.8,
