Pollutant,Tertile,Source,Value,Time,Season
NO,High,Boiler Density,23.44547621,2018,ALL
NO,Low,Traffic NOx Emissions,14.81106366,2018,ALL
NO,Medium,Traffic NOx Emissions,13.94015131,2018,ALL
NO,High,Traffic NOx Emissions,28.32613614,2018,ALL
BC,Low,Industrial Areas,0.80488905,2018,ALL
BC,Medium,Industrial Areas,0.821667255,2018,ALL
BC,High,Industrial Areas,1.108307503,2018,ALL
BC,Low,Commercial Cooking,0.869327898,2018,ALL
BC,Medium,Commercial Cooking,0.761376955,2018,ALL
BC,High,Commercial Cooking,1.084429395,2018,ALL
BC,Low,Traffic Density,0.74641233,2018,ALL
BC,Medium,Traffic Density,0.781239603,2018,ALL
BC,High,Traffic Density,1.192879864,2018,ALL
BC,ALL,ALL,0.872445893,2018,ALL
NO,ALL,ALL,17.84597977,2018,ALL
NO2,ALL,ALL,20.56765131,2018,ALL
O3,ALL,ALL,29.71979979,2018,ALL
PM2.5,ALL,ALL,8.000570932,2018,ALL
SO2,ALL,ALL,0.275377291,2018,ALL
BC,ALL,ALL,0.896394791,2017,Winter
NO,ALL,ALL,28.88511109,2017,Winter
NO2,ALL,ALL,27.33733205,2017,Winter
PM2.5,ALL,ALL,8.71945422,2017,Winter
SO2,ALL,ALL,0.21509831,2017,Winter
BC,ALL,ALL,0.808327921,2017,Spring
NO,ALL,ALL,19.36804728,2017,Spring
NO2,ALL,ALL,21.26411002,2017,Spring
PM2.5,ALL,ALL,7.103107113,2017,Spring
BC,ALL,ALL,1.045576075,2017,Summer
NO,ALL,ALL,11.10478129,2017,Summer
NO2,ALL,ALL,17.10323788,2017,Summer
O3,ALL,ALL,28.63336216,2017,Summer
PM2.5,ALL,ALL,9.647489427,2017,Summer
BC,ALL,ALL,0.930076566,2017,Fall
NO,ALL,ALL,18.78991149,2017,Fall
NO2,ALL,ALL,20.87503889,2017,Fall
PM2.5,ALL,ALL,7.168757424,2017,Fall
PM2.5,Low,Boiler PM2.5 Emissions,7.428033989,2017,ALL
PM2.5,Medium,Boiler PM2.5 Emissions,8.100534969,2017,ALL
PM2.5,High,Boiler PM2.5 Emissions,9.165254416,2017,ALL
PM2.5,Low,Commercial Cooking,7.909852841,2017,ALL
PM2.5,Medium,Commercial Cooking,7.609443553,2017,ALL
PM2.5,High,Commercial Cooking,9.159506516,2017,ALL
PM2.5,Low,Traffic Density,7.578906255,2017,ALL
PM2.5,Medium,Traffic Density,7.560394377,2017,ALL
PM2.5,High,Traffic Density,9.555448336,2017,ALL
NO2,Low,Building Density,18.18719143,2017,ALL
NO2,Medium,Building Density,21.14013764,2017,ALL
NO2,High,Building Density,26.73611712,2017,ALL
NO2,Low,Traffic NOx Emissions,19.47070703,2017,ALL
NO2,Medium,Traffic NOx Emissions,20.0679023,2017,ALL
NO2,High,Traffic NOx Emissions,26.21517812,2017,ALL
O3,Low,Traffic Density,31.1000993,2017,ALL
O3,Medium,Traffic Density,29.16033526,2017,ALL
O3,High,Traffic Density,25.5266738,2017,ALL
NO,Low,Boiler Density,15.37479694,2017,ALL
NO,Medium,Boiler Density,19.86150975,2017,ALL
NO,High,Boiler Density,25.01640115,2017,ALL
NO,Low,Traffic NOx Emissions,16.08068016,2017,ALL
NO,Medium,Traffic NOx Emissions,15.45026149,2017,ALL
NO,High,Traffic NOx Emissions,28.75328711,2017,ALL
BC,Low,Industrial Areas,0.839894392,2017,ALL
BC,Medium,Industrial Areas,0.814250922,2017,ALL
BC,High,Industrial Areas,1.173080482,2017,ALL
BC,Low,Commercial Cooking,0.918980535,2017,ALL
BC,Medium,Commercial Cooking,0.780393497,2017,ALL
BC,High,Commercial Cooking,1.102980935,2017,ALL
BC,Low,Traffic Density,0.775959637,2017,ALL
BC,Medium,Traffic Density,0.824720399,2017,ALL
BC,High,Traffic Density,1.208604282,2017,ALL
BC,ALL,ALL,0.932898558,2017,ALL
NO,ALL,ALL,18.64417081,2017,ALL
NO2,ALL,ALL,21.1271846,2017,ALL
O3,ALL,ALL,28.63336216,2017,ALL
PM2.5,ALL,ALL,8.204576612,2017,ALL
SO2,ALL,ALL,0.21509831,2017,ALL
BC,ALL,ALL,1.033078106,2016,Winter
NO,ALL,ALL,32.54758968,2016,Winter
NO2,ALL,ALL,25.29575227,2016,Winter
PM2.5,ALL,ALL,8.866017661,2016,Winter
SO2,ALL,ALL,0.233490713,2016,Winter
BC,ALL,ALL,0.945466484,2016,Spring
NO,ALL,ALL,20.82844987,2016,Spring
NO2,ALL,ALL,21.05991806,2016,Spring
PM2.5,ALL,ALL,8.244120287,2016,Spring
BC,ALL,ALL,1.062636446,2016,Summer
NO,ALL,ALL,11.80640673,2016,Summer
NO2,ALL,ALL,16.72162674,2016,Summer
O3,ALL,ALL,31.61368815,2016,Summer
PM2.5,ALL,ALL,9.206226681,2016,Summer
BC,ALL,ALL,1.041310071,2016,Fall
NO,ALL,ALL,24.46061082,2016,Fall
NO2,ALL,ALL,21.99470383,2016,Fall
PM2.5,ALL,ALL,7.023243116,2016,Fall
PM2.5,Low,Boiler PM2.5 Emissions,7.449022624,2016,ALL
PM2.5,Medium,Boiler PM2.5 Emissions,8.26490922,2016,ALL
PM2.5,High,Boiler PM2.5 Emissions,9.577187443,2016,ALL
PM2.5,Low,Commercial Cooking,7.891631704,2016,ALL
PM2.5,Medium,Commercial Cooking,7.789089952,2016,ALL
PM2.5,High,Commercial Cooking,9.605270544,2016,ALL
PM2.5,Low,Traffic Density,7.763908925,2016,ALL
PM2.5,Medium,Traffic Density,7.673035811,2016,ALL
PM2.5,High,Traffic Density,9.858718207,2016,ALL
NO2,Low,Building Density,17.65470984,2016,ALL
NO2,Medium,Building Density,20.5129043,2016,ALL
NO2,High,Building Density,26.5430081,2016,ALL
NO2,Low,Traffic NOx Emissions,19.00259512,2016,ALL
NO2,Medium,Traffic NOx Emissions,19.21014054,2016,ALL
NO2,High,Traffic NOx Emissions,26.18600412,2016,ALL
O3,Low,Traffic Density,33.88116411,2016,ALL
O3,Medium,Traffic Density,31.67158028,2016,ALL
O3,High,Traffic Density,28.57189313,2016,ALL
NO,Low,Boiler Density,17.63272187,2016,ALL
NO,Medium,Boiler Density,22.88091039,2016,ALL
NO,High,Boiler Density,28.57552399,2016,ALL
NO,Low,Traffic NOx Emissions,17.81520373,2016,ALL
NO,Medium,Traffic NOx Emissions,18.50475828,2016,ALL
NO,High,Traffic NOx Emissions,32.73471651,2016,ALL
BC,Low,Industrial Areas,0.951365191,2016,ALL
BC,Medium,Industrial Areas,0.921969419,2016,ALL
BC,High,Industrial Areas,1.24260174,2016,ALL
BC,Low,Commercial Cooking,0.997818933,2016,ALL
BC,Medium,Commercial Cooking,0.890422104,2016,ALL
BC,High,Commercial Cooking,1.206293856,2016,ALL
BC,Low,Traffic Density,0.862775262,2016,ALL
BC,Medium,Traffic Density,0.938849501,2016,ALL
BC,High,Traffic Density,1.298279971,2016,ALL
BC,ALL,ALL,1.019533972,2016,ALL
NO,ALL,ALL,22.30287761,2016,ALL
NO2,ALL,ALL,21.22975267,2016,ALL
O3,ALL,ALL,31.61368815,2016,ALL
PM2.5,ALL,ALL,8.403936611,2016,ALL
SO2,ALL,ALL,0.233490713,2016,ALL
BC,ALL,ALL,1.035757845,2015,Winter
NO,ALL,ALL,33.06749076,2015,Winter
NO2,ALL,ALL,27.18906682,2015,Winter
PM2.5,ALL,ALL,10.6801678,2015,Winter
SO2,ALL,ALL,0.859030688,2015,Winter
BC,ALL,ALL,1.026919294,2015,Spring
NO,ALL,ALL,26.97750012,2015,Spring
NO2,ALL,ALL,23.06813168,2015,Spring
PM2.5,ALL,ALL,9.616885345,2015,Spring
BC,ALL,ALL,1.09518776,2015,Summer
NO,ALL,ALL,14.91291379,2015,Summer
NO2,ALL,ALL,17.40743187,2015,Summer
O3,ALL,ALL,30.48817773,2015,Summer
PM2.5,ALL,ALL,10.14751307,2015,Summer
BC,ALL,ALL,1.104270575,2015,Fall
NO,ALL,ALL,25.0822046,2015,Fall
NO2,ALL,ALL,21.3091603,2015,Fall
PM2.5,ALL,ALL,7.808820378,2015,Fall
PM2.5,Low,Boiler PM2.5 Emissions,8.833826958,2015,ALL
PM2.5,Medium,Boiler PM2.5 Emissions,9.303893862,2015,ALL
PM2.5,High,Boiler PM2.5 Emissions,10.82302616,2015,ALL
PM2.5,Low,Commercial Cooking,9.070043159,2015,ALL
PM2.5,Medium,Commercial Cooking,9.141324958,2015,ALL
PM2.5,High,Commercial Cooking,10.75294296,2015,ALL
PM2.5,Low,Traffic Density,8.825950327,2015,ALL
PM2.5,Medium,Traffic Density,8.833928546,2015,ALL
PM2.5,High,Traffic Density,11.3004692,2015,ALL
NO2,Low,Building Density,18.79200019,2015,ALL
NO2,Medium,Building Density,21.47067122,2015,ALL
NO2,High,Building Density,27.77856904,2015,ALL
NO2,Low,Traffic NOx Emissions,19.77237025,2015,ALL
NO2,Medium,Traffic NOx Emissions,20.56859685,2015,ALL
NO2,High,Traffic NOx Emissions,27.34506713,2015,ALL
O3,Low,Traffic Density,33.16227797,2015,ALL
O3,Medium,Traffic Density,30.75279316,2015,ALL
O3,High,Traffic Density,26.87894017,2015,ALL
NO,Low,Boiler Density,18.9591237,2015,ALL
NO,Medium,Boiler Density,25.56406882,2015,ALL
NO,High,Boiler Density,32.80383782,2015,ALL
NO,Low,Traffic NOx Emissions,19.13702507,2015,ALL
NO,Medium,Traffic NOx Emissions,20.20003183,2015,ALL
NO,High,Traffic NOx Emissions,37.93904688,2015,ALL
BC,Low,Industrial Areas,0.989012741,2015,ALL
BC,Medium,Industrial Areas,0.971388007,2015,ALL
BC,High,Industrial Areas,1.315150407,2015,ALL
BC,Low,Commercial Cooking,0.989603792,2015,ALL
BC,Medium,Commercial Cooking,0.978262926,2015,ALL
BC,High,Commercial Cooking,1.289929274,2015,ALL
BC,Low,Traffic Density,0.873371516,2015,ALL
BC,Medium,Traffic Density,1.02627409,2015,ALL
BC,High,Traffic Density,1.358717429,2015,ALL
BC,ALL,ALL,1.063495094,2015,ALL
NO,ALL,ALL,25.04176835,2015,ALL
NO2,ALL,ALL,22.29262069,2015,ALL
O3,ALL,ALL,30.48817773,2015,ALL
PM2.5,ALL,ALL,9.655690135,2015,ALL
SO2,ALL,ALL,0.859030688,2015,ALL
BC,ALL,ALL,1.269528393,2014,Winter
NO,ALL,ALL,39.82935213,2014,Winter
NO2,ALL,ALL,30.0674547,2014,Winter
PM2.5,ALL,ALL,13.34106722,2014,Winter
SO2,ALL,ALL,1.81662447,2014,Winter
BC,ALL,ALL,0.999499099,2014,Spring
NO,ALL,ALL,24.38245334,2014,Spring
NO2,ALL,ALL,22.93003595,2014,Spring
PM2.5,ALL,ALL,9.152255712,2014,Spring
BC,ALL,ALL,1.127849751,2014,Summer
NO,ALL,ALL,16.74335543,2014,Summer
NO2,ALL,ALL,18.00490584,2014,Summer
O3,ALL,ALL,29.54055628,2014,Summer
PM2.5,ALL,ALL,9.274377146,2014,Summer
BC,ALL,ALL,1.031749346,2014,Fall
NO,ALL,ALL,25.02935316,2014,Fall
NO2,ALL,ALL,21.01063874,2014,Fall
PM2.5,ALL,ALL,8.01868886,2014,Fall
PM2.5,Low,Boiler PM2.5 Emissions,9.040769524,2014,ALL
PM2.5,Medium,Boiler PM2.5 Emissions,9.655860709,2014,ALL
PM2.5,High,Boiler PM2.5 Emissions,11.1890529,2014,ALL
PM2.5,Low,Commercial Cooking,9.43715372,2014,ALL
PM2.5,Medium,Commercial Cooking,9.396300552,2014,ALL
PM2.5,High,Commercial Cooking,11.04287743,2014,ALL
PM2.5,Low,Traffic Density,9.149802943,2014,ALL
PM2.5,Medium,Traffic Density,9.269116327,2014,ALL
PM2.5,High,Traffic Density,11.47510058,2014,ALL
NO2,Low,Building Density,19.07467564,2014,ALL
NO2,Medium,Building Density,22.24396566,2014,ALL
NO2,High,Building Density,28.90000224,2014,ALL
NO2,Low,Traffic NOx Emissions,20.3233045,2014,ALL
NO2,Medium,Traffic NOx Emissions,21.1797548,2014,ALL
NO2,High,Traffic NOx Emissions,28.31048398,2014,ALL
O3,Low,Traffic Density,32.00630478,2014,ALL
O3,Medium,Traffic Density,29.87329068,2014,ALL
O3,High,Traffic Density,25.99572101,2014,ALL
NO,Low,Boiler Density,19.6620206,2014,ALL
NO,Medium,Boiler Density,27.50540866,2014,ALL
NO,High,Boiler Density,34.27231477,2014,ALL
NO,Low,Traffic NOx Emissions,20.59073971,2014,ALL
NO,Medium,Traffic NOx Emissions,21.62018741,2014,ALL
NO,High,Traffic NOx Emissions,39.43550399,2014,ALL
BC,Low,Industrial Areas,1.03053807,2014,ALL
BC,Medium,Industrial Areas,1.019875,2014,ALL
BC,High,Industrial Areas,1.357208181,2014,ALL
BC,Low,Commercial Cooking,1.061488005,2014,ALL
BC,Medium,Commercial Cooking,0.980508697,2014,ALL
BC,High,Commercial Cooking,1.344051068,2014,ALL
BC,Low,Traffic Density,0.914682219,2014,ALL
BC,Medium,Traffic Density,0.982989534,2014,ALL
BC,High,Traffic Density,1.500234136,2014,ALL
BC,ALL,ALL,1.099095638,2014,ALL
NO,ALL,ALL,25.83419543,2014,ALL
NO2,ALL,ALL,22.65255405,2014,ALL
O3,ALL,ALL,29.54055628,2014,ALL
PM2.5,ALL,ALL,9.778077448,2014,ALL
SO2,ALL,ALL,1.81662447,2014,ALL
BC,ALL,ALL,1.244878258,2013,Winter
NO,ALL,ALL,35.11346122,2013,Winter
NO2,ALL,ALL,26.93623391,2013,Winter
PM2.5,ALL,ALL,11.46312655,2013,Winter
SO2,ALL,ALL,1.748806716,2013,Winter
BC,ALL,ALL,0.927761702,2013,Spring
NO,ALL,ALL,20.61591455,2013,Spring
NO2,ALL,ALL,22.79243139,2013,Spring
PM2.5,ALL,ALL,7.739615236,2013,Spring
BC,ALL,ALL,1.204138507,2013,Summer
NO,ALL,ALL,14.58821612,2013,Summer
NO2,ALL,ALL,19.44571064,2013,Summer
O3,ALL,ALL,29.36561822,2013,Summer
PM2.5,ALL,ALL,10.71312288,2013,Summer
BC,ALL,ALL,1.166990949,2013,Fall
NO,ALL,ALL,27.5294881,2013,Fall
NO2,ALL,ALL,23.27456839,2013,Fall
PM2.5,ALL,ALL,8.548454002,2013,Fall
PM2.5,Low,Boiler PM2.5 Emissions,8.547608044,2013,ALL
PM2.5,Medium,Boiler PM2.5 Emissions,9.304371463,2013,ALL
PM2.5,High,Boiler PM2.5 Emissions,11.14597268,2013,ALL
PM2.5,Low,Commercial Cooking,9.125624083,2013,ALL
PM2.5,Medium,Commercial Cooking,8.757222378,2013,ALL
PM2.5,High,Commercial Cooking,11.08486322,2013,ALL
PM2.5,Low,Traffic Density,8.728431939,2013,ALL
PM2.5,Medium,Traffic Density,8.897450549,2013,ALL
PM2.5,High,Traffic Density,11.3583609,2013,ALL
NO2,Low,Building Density,19.34398564,2013,ALL
NO2,Medium,Building Density,22.35378269,2013,ALL
NO2,High,Building Density,29.72676168,2013,ALL
NO2,Low,Traffic NOx Emissions,20.30579719,2013,ALL
NO2,Medium,Traffic NOx Emissions,21.5041045,2013,ALL
NO2,High,Traffic NOx Emissions,29.17921972,2013,ALL
O3,Low,Traffic Density,31.92185327,2013,ALL
O3,Medium,Traffic Density,29.5093557,2013,ALL
O3,High,Traffic Density,25.48623621,2013,ALL
NO,Low,Boiler Density,17.95898348,2013,ALL
NO,Medium,Boiler Density,25.24275129,2013,ALL
NO,High,Boiler Density,33.23786019,2013,ALL
NO,Low,Traffic NOx Emissions,18.08113914,2013,ALL
NO,Medium,Traffic NOx Emissions,20.65316067,2013,ALL
NO,High,Traffic NOx Emissions,37.63161602,2013,ALL
BC,Low,Industrial Areas,1.076149055,2013,ALL
BC,Medium,Industrial Areas,1.04920356,2013,ALL
BC,High,Industrial Areas,1.405767053,2013,ALL
BC,Low,Commercial Cooking,1.090913847,2013,ALL
BC,Medium,Commercial Cooking,1.004174305,2013,ALL
BC,High,Commercial Cooking,1.414343779,2013,ALL
BC,Low,Traffic Density,0.937005158,2013,ALL
BC,Medium,Traffic Density,1.076683717,2013,ALL
BC,High,Traffic Density,1.506743387,2013,ALL
BC,ALL,ALL,1.129199859,2013,ALL
NO,ALL,ALL,24.12091243,2013,ALL
NO2,ALL,ALL,23.09419916,2013,ALL
O3,ALL,ALL,29.36561822,2013,ALL
PM2.5,ALL,ALL,9.705409457,2013,ALL
SO2,ALL,ALL,1.748806716,2013,ALL
BC,ALL,ALL,1.135922935,2012,Winter
NO,ALL,ALL,34.72601519,2012,Winter
NO2,ALL,ALL,25.93491478,2012,Winter
PM2.5,ALL,ALL,10.00319083,2012,Winter
SO2,ALL,ALL,2.81288684,2012,Winter
BC,ALL,ALL,1.05688889,2012,Spring
NO,ALL,ALL,22.76731719,2012,Spring
NO2,ALL,ALL,24.00057753,2012,Spring
PM2.5,ALL,ALL,9.173079972,2012,Spring
BC,ALL,ALL,1.222357,2012,Summer
NO,ALL,ALL,14.56102607,2012,Summer
NO2,ALL,ALL,20.54793914,2012,Summer
O3,ALL,ALL,31.51891679,2012,Summer
PM2.5,ALL,ALL,11.16040626,2012,Summer
BC,ALL,ALL,1.178807559,2012,Fall
NO,ALL,ALL,29.83531498,2012,Fall
NO2,ALL,ALL,23.27560043,2012,Fall
PM2.5,ALL,ALL,8.664371628,2012,Fall
PM2.5,Low,Boiler PM2.5 Emissions,8.841706697,2012,ALL
PM2.5,Medium,Boiler PM2.5 Emissions,9.520693133,2012,ALL
PM2.5,High,Boiler PM2.5 Emissions,11.46773943,2012,ALL
PM2.5,Low,Commercial Cooking,9.331362413,2012,ALL
PM2.5,Medium,Commercial Cooking,9.2380384,2012,ALL
PM2.5,High,Commercial Cooking,11.26008072,2012,ALL
PM2.5,Low,Traffic Density,9.000060866,2012,ALL
PM2.5,Medium,Traffic Density,9.254525125,2012,ALL
PM2.5,High,Traffic Density,11.56331551,2012,ALL
NO2,Low,Building Density,19.976658,2012,ALL
NO2,Medium,Building Density,22.91589155,2012,ALL
NO2,High,Building Density,30.85381644,2012,ALL
NO2,Low,Traffic NOx Emissions,20.97001644,2012,ALL
NO2,Medium,Traffic NOx Emissions,22.00676365,2012,ALL
NO2,High,Traffic NOx Emissions,30.3208523,2012,ALL
O3,Low,Traffic Density,34.31310147,2012,ALL
O3,Medium,Traffic Density,32.13169076,2012,ALL
O3,High,Traffic Density,27.71177126,2012,ALL
NO,Low,Boiler Density,19.2576765,2012,ALL
NO,Medium,Boiler Density,26.58652031,2012,ALL
NO,High,Boiler Density,36.27471509,2012,ALL
NO,Low,Traffic NOx Emissions,19.78656781,2012,ALL
NO,Medium,Traffic NOx Emissions,21.8236503,2012,ALL
NO,High,Traffic NOx Emissions,40.40683966,2012,ALL
BC,Low,Industrial Areas,1.113975681,2012,ALL
BC,Medium,Industrial Areas,1.067671058,2012,ALL
BC,High,Industrial Areas,1.462389551,2012,ALL
BC,Low,Commercial Cooking,1.117630113,2012,ALL
BC,Medium,Commercial Cooking,1.081337343,2012,ALL
BC,High,Commercial Cooking,1.42349763,2012,ALL
BC,Low,Traffic Density,1.008900808,2012,ALL
BC,Medium,Traffic Density,1.076698391,2012,ALL
BC,High,Traffic Density,1.542117719,2012,ALL
BC,ALL,ALL,1.146209677,2012,ALL
NO,ALL,ALL,25.47241836,2012,ALL
NO2,ALL,ALL,23.43975797,2012,ALL
O3,ALL,ALL,31.51891679,2012,ALL
PM2.5,ALL,ALL,9.706649469,2012,ALL
SO2,ALL,ALL,2.81288684,2012,ALL
BC,ALL,ALL,1.37681615,2011,Winter
NO,ALL,ALL,48.39824884,2011,Winter
NO2,ALL,ALL,31.74777447,2011,Winter
PM2.5,ALL,ALL,13.62922966,2011,Winter
SO2,ALL,ALL,4.673071631,2011,Winter
BC,ALL,ALL,1.017250536,2011,Spring
NO,ALL,ALL,24.5486736,2011,Spring
NO2,ALL,ALL,23.87254706,2011,Spring
PM2.5,ALL,ALL,9.032641063,2011,Spring
BC,ALL,ALL,1.333577519,2011,Summer
NO,ALL,ALL,17.28701021,2011,Summer
NO2,ALL,ALL,22.04771167,2011,Summer
O3,ALL,ALL,31.60055576,2011,Summer
PM2.5,ALL,ALL,12.72467819,2011,Summer
BC,ALL,ALL,1.30192239,2011,Fall
NO,ALL,ALL,38.52266894,2011,Fall
NO2,ALL,ALL,26.59348161,2011,Fall
PM2.5,ALL,ALL,9.460514506,2011,Fall
PM2.5,Low,Boiler PM2.5 Emissions,10.4653271,2011,ALL
PM2.5,Medium,Boiler PM2.5 Emissions,11.19764205,2011,ALL
PM2.5,High,Boiler PM2.5 Emissions,12.91038868,2011,ALL
PM2.5,Low,Commercial Cooking,10.97686762,2011,ALL
PM2.5,Medium,Commercial Cooking,10.94595786,2011,ALL
PM2.5,High,Commercial Cooking,12.64898686,2011,ALL
PM2.5,Low,Traffic Density,10.81478705,2011,ALL
PM2.5,Medium,Traffic Density,10.62710451,2011,ALL
PM2.5,High,Traffic Density,13.1408504,2011,ALL
NO2,Low,Building Density,22.53271294,2011,ALL
NO2,Medium,Building Density,25.59816053,2011,ALL
NO2,High,Building Density,33.66622507,2011,ALL
NO2,Low,Traffic NOx Emissions,23.388422,2011,ALL
NO2,Medium,Traffic NOx Emissions,24.70409092,2011,ALL
NO2,High,Traffic NOx Emissions,33.23539894,2011,ALL
O3,Low,Traffic Density,34.36721012,2011,ALL
O3,Medium,Traffic Density,32.31428271,2011,ALL
O3,High,Traffic Density,27.38616841,2011,ALL
NO,Low,Boiler Density,25.18515337,2011,ALL
NO,Medium,Boiler Density,34.51780151,2011,ALL
NO,High,Boiler Density,44.917076,2011,ALL
NO,Low,Traffic NOx Emissions,25.06570936,2011,ALL
NO,Medium,Traffic NOx Emissions,27.67749736,2011,ALL
NO,High,Traffic NOx Emissions,51.74623476,2011,ALL
BC,Low,Industrial Areas,1.239503924,2011,ALL
BC,Medium,Industrial Areas,1.207498979,2011,ALL
BC,High,Industrial Areas,1.561792686,2011,ALL
BC,Low,Commercial Cooking,1.286782811,2011,ALL
BC,Medium,Commercial Cooking,1.167478968,2011,ALL
BC,High,Commercial Cooking,1.530853932,2011,ALL
BC,Low,Traffic Density,1.115672576,2011,ALL
BC,Medium,Traffic Density,1.207536672,2011,ALL
BC,High,Traffic Density,1.667871656,2011,ALL
BC,ALL,ALL,1.257391649,2011,ALL
NO,ALL,ALL,32.1891504,2011,ALL
NO2,ALL,ALL,26.0653787,2011,ALL
O3,ALL,ALL,31.60055576,2011,ALL
PM2.5,ALL,ALL,11.21176586,2011,ALL
SO2,ALL,ALL,4.673071631,2011,ALL
BC,ALL,ALL,1.187589365,2010,Winter
NO,ALL,ALL,34.62814818,2010,Winter
NO2,ALL,ALL,27.80460211,2010,Winter
PM2.5,ALL,ALL,10.90784793,2010,Winter
SO2,ALL,ALL,3.880894828,2010,Winter
BC,ALL,ALL,1.248473635,2010,Spring
NO,ALL,ALL,29.15494145,2010,Spring
NO2,ALL,ALL,27.59542498,2010,Spring
PM2.5,ALL,ALL,10.50048173,2010,Spring
BC,ALL,ALL,1.291372834,2010,Summer
NO,ALL,ALL,14.89250152,2010,Summer
NO2,ALL,ALL,22.0749941,2010,Summer
O3,ALL,ALL,31.90241058,2010,Summer
PM2.5,ALL,ALL,12.99825747,2010,Summer
BC,ALL,ALL,1.083061323,2010,Fall
NO,ALL,ALL,32.64895153,2010,Fall
NO2,ALL,ALL,23.56700239,2010,Fall
PM2.5,ALL,ALL,8.065979703,2010,Fall
PM2.5,Low,Boiler PM2.5 Emissions,9.892772421,2010,ALL
PM2.5,Medium,Boiler PM2.5 Emissions,10.47911216,2010,ALL
PM2.5,High,Boiler PM2.5 Emissions,12.54150917,2010,ALL
PM2.5,Low,Commercial Cooking,10.35308455,2010,ALL
PM2.5,Medium,Commercial Cooking,10.11932525,2010,ALL
PM2.5,High,Commercial Cooking,12.42929599,2010,ALL
PM2.5,Low,Traffic Density,9.926575949,2010,ALL
PM2.5,Medium,Traffic Density,10.20342422,2010,ALL
PM2.5,High,Traffic Density,12.76955117,2010,ALL
NO2,Low,Building Density,22.1761409,2010,ALL
NO2,Medium,Building Density,24.97331994,2010,ALL
NO2,High,Building Density,33.64317195,2010,ALL
NO2,Low,Traffic NOx Emissions,22.8942836,2010,ALL
NO2,Medium,Traffic NOx Emissions,24.51824819,2010,ALL
NO2,High,Traffic NOx Emissions,32.86541017,2010,ALL
O3,Low,Traffic Density,34.45220795,2010,ALL
O3,Medium,Traffic Density,32.53096406,2010,ALL
O3,High,Traffic Density,27.12916969,2010,ALL
NO,Low,Boiler Density,22.40981841,2010,ALL
NO,Medium,Boiler Density,30.11818911,2010,ALL
NO,High,Boiler Density,40.30652527,2010,ALL
NO,Low,Traffic NOx Emissions,22.55756683,2010,ALL
NO,Medium,Traffic NOx Emissions,25.14241098,2010,ALL
NO,High,Traffic NOx Emissions,45.00531277,2010,ALL
BC,Low,Industrial Areas,1.184725664,2010,ALL
BC,Medium,Industrial Areas,1.177661001,2010,ALL
BC,High,Industrial Areas,1.527352431,2010,ALL
BC,Low,Commercial Cooking,1.251018139,2010,ALL
BC,Medium,Commercial Cooking,1.096847898,2010,ALL
BC,High,Commercial Cooking,1.516679975,2010,ALL
BC,Low,Traffic Density,1.082421,2010,ALL
BC,Medium,Traffic Density,1.14002509,2010,ALL
BC,High,Traffic Density,1.649808435,2010,ALL
BC,ALL,ALL,1.202624289,2010,ALL
NO,ALL,ALL,27.83113567,2010,ALL
NO2,ALL,ALL,25.26050589,2010,ALL
O3,ALL,ALL,31.90241058,2010,ALL
PM2.5,ALL,ALL,10.61814171,2010,ALL
SO2,ALL,ALL,3.880894828,2010,ALL
BC,ALL,ALL,1.334212368,2009,Winter
NO,ALL,ALL,42.38087771,2009,Winter
NO2,ALL,ALL,32.31062524,2009,Winter
PM2.5,ALL,ALL,14.05915466,2009,Winter
SO2,ALL,ALL,5.376370949,2009,Winter
BC,ALL,ALL,1.128995265,2009,Spring
NO,ALL,ALL,28.65499989,2009,Spring
NO2,ALL,ALL,28.09379316,2009,Spring
PM2.5,ALL,ALL,11.32461144,2009,Spring
BC,ALL,ALL,1.29285404,2009,Summer
NO,ALL,ALL,20.42267946,2009,Summer
NO2,ALL,ALL,23.89728485,2009,Summer
O3,ALL,ALL,24.31101113,2009,Summer
PM2.5,ALL,ALL,11.6727137,2009,Summer
BC,ALL,ALL,1.258108654,2009,Fall
NO,ALL,ALL,34.64438646,2009,Fall
NO2,ALL,ALL,24.99139183,2009,Fall
PM2.5,ALL,ALL,8.549107957,2009,Fall
PM2.5,Low,Boiler PM2.5 Emissions,10.60639904,2009,ALL
PM2.5,Medium,Boiler PM2.5 Emissions,11.33454033,2009,ALL
PM2.5,High,Boiler PM2.5 Emissions,13.5036169,2009,ALL
PM2.5,Low,Commercial Cooking,11.09750296,2009,ALL
PM2.5,Medium,Commercial Cooking,10.96906496,2009,ALL
PM2.5,High,Commercial Cooking,13.37156646,2009,ALL
PM2.5,Low,Traffic Density,10.84411525,2009,ALL
PM2.5,Medium,Traffic Density,10.87118072,2009,ALL
PM2.5,High,Traffic Density,13.72790703,2009,ALL
NO2,Low,Building Density,24.19314306,2009,ALL
NO2,Medium,Building Density,27.17774182,2009,ALL
NO2,High,Building Density,37.52689645,2009,ALL
NO2,Low,Traffic NOx Emissions,25.11159417,2009,ALL
NO2,Medium,Traffic NOx Emissions,26.41653902,2009,ALL
NO2,High,Traffic NOx Emissions,36.78694318,2009,ALL
O3,Low,Traffic Density,27.08090034,2009,ALL
O3,Medium,Traffic Density,24.93362708,2009,ALL
O3,High,Traffic Density,20.03479501,2009,ALL
NO,Low,Boiler Density,25.57578897,2009,ALL
NO,Medium,Boiler Density,32.68157048,2009,ALL
