Pollutant,Time,Season,Tertile,Source,Value
PM2.5,2015,Spring,Medium,Boiler PM2.5 Emissions,9.432
PM2.5,2015,Spring,High,Boiler PM2.5 Emissions,10.982
PM2.5,2015,Spring,Low,Commercial Cooking,9.289
PM2.5,2015,Spring,Medium,Commercial Cooking,9.186
PM2.5,2015,Spring,High,Commercial Cooking,10.982
PM2.5,2015,Spring,Low,Traffic Density,8.871
PM2.5,2015,Spring,Medium,Traffic Density,9.075
PM2.5,2015,Spring,High,Traffic Density,11.506
PM2.5,2015,Spring,ALL,ALL,9.617
PM2.5,2015,Summer,Low,Boiler PM2.5 Emissions,9.328
PM2.5,2015,Summer,Medium,Boiler PM2.5 Emissions,9.908
PM2.5,2015,Summer,High,Boiler PM2.5 Emissions,11.367
PM2.5,2015,Summer,Low,Commercial Cooking,9.566
PM2.5,2015,Summer,Medium,Commercial Cooking,9.731
PM2.5,2015,Summer,High,Commercial Cooking,11.297
PM2.5,2015,Summer,Low,Traffic Density,9.409
PM2.5,2015,Summer,Medium,Traffic Density,9.442
PM2.5,2015,Summer,High,Traffic Density,11.752
PM2.5,2015,Summer,ALL,ALL,10.148
PM2.5,2015,Winter,Low,Boiler PM2.5 Emissions,9.359
PM2.5,2015,Winter,Medium,Boiler PM2.5 Emissions,10.113
PM2.5,2015,Winter,High,Boiler PM2.5 Emissions,12.209
PM2.5,2015,Winter,Low,Commercial Cooking,9.823
PM2.5,2015,Winter,Medium,Commercial Cooking,9.934
PM2.5,2015,Winter,High,Commercial Cooking,11.947
PM2.5,2015,Winter,Low,Traffic Density,9.199
PM2.5,2015,Winter,Medium,Traffic Density,9.845
PM2.5,2015,Winter,High,Traffic Density,12.629
PM2.5,2015,Winter,ALL,ALL,10.68
SO2,2015,ALL,ALL,ALL,0.859
SO2,2015,Winter,Low,Boilers Using Residual Oil,0.561
SO2,2015,Winter,Medium,Boilers Using Residual Oil,0.753
SO2,2015,Winter,High,Boilers Using Residual Oil,1.32
SO2,2015,Winter,Low,Night-Time Population Density,0.665
SO2,2015,Winter,Medium,Night-Time Population Density,0.704
SO2,2015,Winter,High,Night-Time Population Density,1.27
SO2,2015,Winter,ALL,ALL,0.859
BC,2014,ALL,Low,Industrial Areas,1.031
BC,2014,ALL,Medium,Industrial Areas,1.02
BC,2014,ALL,High,Industrial Areas,1.357
BC,2014,ALL,Low,Commercial Cooking,1.061
BC,2014,ALL,Medium,Commercial Cooking,0.981
BC,2014,ALL,High,Commercial Cooking,1.344
BC,2014,ALL,Low,Traffic Density,0.915
BC,2014,ALL,Medium,Traffic Density,0.983
BC,2014,ALL,High,Traffic Density,1.5
BC,2014,ALL,ALL,ALL,1.099
BC,2014,Fall,Low,Commercial Cooking,1.005
BC,2014,Fall,Medium,Commercial Cooking,0.941
BC,2014,Fall,High,Commercial Cooking,1.263
BC,2014,Fall,Low,Industrial Areas,0.966
BC,2014,Fall,Medium,Industrial Areas,0.959
BC,2014,Fall,High,Industrial Areas,1.282
BC,2014,Fall,Low,Traffic Density,0.869
BC,2014,Fall,Medium,Traffic Density,0.933
BC,2014,Fall,High,Traffic Density,1.411
BC,2014,Fall,ALL,ALL,1.032
BC,2014,Spring,Low,Commercial Cooking,1.008
BC,2014,Spring,Medium,Commercial Cooking,0.851
BC,2014,Spring,High,Commercial Cooking,1.219
BC,2014,Spring,Low,Industrial Areas,0.921
BC,2014,Spring,Medium,Industrial Areas,0.9
BC,2014,Spring,High,Industrial Areas,1.25
BC,2014,Spring,Low,Traffic Density,0.79
BC,2014,Spring,Medium,Traffic Density,0.922
BC,2014,Spring,High,Traffic Density,1.365
BC,2014,Spring,ALL,ALL,0.999
BC,2014,Summer,Low,Commercial Cooking,1.121
BC,2014,Summer,Medium,Commercial Cooking,0.948
BC,2014,Summer,High,Commercial Cooking,1.432
BC,2014,Summer,Low,Industrial Areas,1.035
BC,2014,Summer,Medium,Industrial Areas,0.994
BC,2014,Summer,High,Industrial Areas,1.465
BC,2014,Summer,Low,Traffic Density,0.919
BC,2014,Summer,Medium,Traffic Density,0.947
BC,2014,Summer,High,Traffic Density,1.637
BC,2014,Summer,ALL,ALL,1.128
BC,2014,Winter,Low,Commercial Cooking,1.19
BC,2014,Winter,Medium,Commercial Cooking,1.143
BC,2014,Winter,High,Commercial Cooking,1.478
BC,2014,Winter,Low,Industrial Areas,1.2
BC,2014,Winter,Medium,Industrial Areas,1.142
BC,2014,Winter,High,Industrial Areas,1.466
BC,2014,Winter,Low,Traffic Density,1.08
BC,2014,Winter,Medium,Traffic Density,1.131
BC,2014,Winter,High,Traffic Density,1.598
BC,2014,Winter,ALL,ALL,1.27
NO,2014,ALL,Low,Boiler Density,19.662
NO,2014,ALL,Medium,Boiler Density,27.505
NO,2014,ALL,High,Boiler Density,34.272
NO,2014,ALL,Low,Traffic NOx Emissions,20.591
NO,2014,ALL,Medium,Traffic NOx Emissions,21.62
NO,2014,ALL,High,Traffic NOx Emissions,39.436
NO,2014,ALL,ALL,ALL,25.834
NO,2014,Fall,Low,Boiler Density,19.865
NO,2014,Fall,Medium,Boiler Density,26.327
NO,2014,Fall,High,Boiler Density,32.646
NO,2014,Fall,Low,Traffic NOx Emissions,22.331
NO,2014,Fall,Medium,Traffic NOx Emissions,19.189
NO,2014,Fall,High,Traffic NOx Emissions,36.803
NO,2014,Fall,ALL,ALL,25.029
NO,2014,Spring,Low,Boiler Density,16.39
NO,2014,Spring,Medium,Boiler Density,26.066
NO,2014,Spring,High,Boiler Density,33.626
NO,2014,Spring,Low,Traffic NOx Emissions,19.057
NO,2014,Spring,Medium,Traffic NOx Emissions,18.071
NO,2014,Spring,High,Traffic NOx Emissions,39.235
NO,2014,Spring,ALL,ALL,24.382
NO,2014,Summer,Low,Boiler Density,11.395
NO,2014,Summer,Medium,Boiler Density,17.942
NO,2014,Summer,High,Boiler Density,24.19
NO,2014,Summer,Low,Traffic NOx Emissions,12.443
NO,2014,Summer,Medium,Traffic NOx Emissions,12.109
NO,2014,Summer,High,Traffic NOx Emissions,29.227
NO,2014,Summer,ALL,ALL,16.743
NO,2014,Winter,Low,Boiler Density,30.998
NO,2014,Winter,Medium,Boiler Density,39.685
NO,2014,Winter,High,Boiler Density,48.806
NO,2014,Winter,Low,Traffic NOx Emissions,34.509
NO,2014,Winter,Medium,Traffic NOx Emissions,31.679
NO,2014,Winter,High,Traffic NOx Emissions,53.3
NO,2014,Winter,ALL,ALL,39.829
NO2,2014,ALL,Low,Building Density,19.075
NO2,2014,ALL,Medium,Building Density,22.244
NO2,2014,ALL,High,Building Density,28.9
NO2,2014,ALL,Low,Traffic Density,20.323
NO2,2014,ALL,Medium,Traffic Density,21.18
NO2,2014,ALL,High,Traffic Density,28.31
NO2,2014,ALL,ALL,ALL,22.653
NO2,2014,Fall,Low,Building Density,18.017
NO2,2014,Fall,Medium,Building Density,20.553
NO2,2014,Fall,High,Building Density,25.443
NO2,2014,Fall,Low,Traffic Density,19.343
NO2,2014,Fall,Medium,Traffic Density,18.105
NO2,2014,Fall,High,Traffic Density,26.148
NO2,2014,Fall,ALL,ALL,21.011
NO2,2014,Spring,Low,Building Density,17.878
NO2,2014,Spring,Medium,Building Density,22.382
NO2,2014,Spring,High,Building Density,29.98
NO2,2014,Spring,Low,Traffic Density,20.681
NO2,2014,Spring,Medium,Traffic Density,19.979
NO2,2014,Spring,High,Traffic Density,29.034
NO2,2014,Spring,ALL,ALL,22.93
NO2,2014,Summer,Low,Building Density,13.782
NO2,2014,Summer,Medium,Building Density,17.278
NO2,2014,Summer,High,Building Density,25.365
NO2,2014,Summer,Low,Traffic Density,15.481
NO2,2014,Summer,Medium,Traffic Density,15.408
NO2,2014,Summer,High,Traffic Density,24.587
NO2,2014,Summer,ALL,ALL,18.005
NO2,2014,Winter,Low,Building Density,26.352
NO2,2014,Winter,Medium,Building Density,28.874
NO2,2014,Winter,High,Building Density,34.976
NO2,2014,Winter,Low,Traffic Density,28.492
NO2,2014,Winter,Medium,Traffic Density,27.387
NO2,2014,Winter,High,Traffic Density,34.323
NO2,2014,Winter,ALL,ALL,30.067
O3,2014,ALL,Low,Traffic Density,32.006
O3,2014,ALL,Medium,Traffic Density,29.873
O3,2014,ALL,High,Traffic Density,25.996
O3,2014,ALL,ALL,ALL,29.541
O3,2014,Summer,Low,Traffic Density,32.006
O3,2014,Summer,Medium,Traffic Density,29.873
O3,2014,Summer,High,Traffic Density,25.996
O3,2014,Summer,ALL,ALL,29.541
PM2.5,2014,ALL,Low,Boiler PM2.5 Emissions,9.041
PM2.5,2014,ALL,Medium,Boiler PM2.5 Emissions,9.656
PM2.5,2014,ALL,High,Boiler PM2.5 Emissions,11.189
PM2.5,2014,ALL,Low,Commercial Cooking,9.437
PM2.5,2014,ALL,Medium,Commercial Cooking,9.396
PM2.5,2014,ALL,High,Commercial Cooking,11.043
PM2.5,2014,ALL,Low,Traffic Density,9.15
PM2.5,2014,ALL,Medium,Traffic Density,9.269
PM2.5,2014,ALL,High,Traffic Density,11.475
PM2.5,2014,ALL,ALL,ALL,9.778
PM2.5,2014,Fall,Low,Boiler PM2.5 Emissions,7.237
PM2.5,2014,Fall,Medium,Boiler PM2.5 Emissions,8.252
PM2.5,2014,Fall,High,Boiler PM2.5 Emissions,9.285
PM2.5,2014,Fall,Low,Commercial Cooking,7.724
PM2.5,2014,Fall,Medium,Commercial Cooking,8.042
PM2.5,2014,Fall,High,Commercial Cooking,8.941
PM2.5,2014,Fall,Low,Traffic Density,7.347
PM2.5,2014,Fall,Medium,Traffic Density,7.996
PM2.5,2014,Fall,High,Traffic Density,9.457
PM2.5,2014,Fall,ALL,ALL,8.019
PM2.5,2014,Spring,Low,Boiler PM2.5 Emissions,8.2
PM2.5,2014,Spring,Medium,Boiler PM2.5 Emissions,9.17
PM2.5,2014,Spring,High,Boiler PM2.5 Emissions,10.462
PM2.5,2014,Spring,Low,Commercial Cooking,8.681
PM2.5,2014,Spring,Medium,Commercial Cooking,8.568
PM2.5,2014,Spring,High,Commercial Cooking,10.496
PM2.5,2014,Spring,Low,Traffic Density,8.183
PM2.5,2014,Spring,Medium,Traffic Density,8.968
PM2.5,2014,Spring,High,Traffic Density,10.706
PM2.5,2014,Spring,ALL,ALL,9.152
PM2.5,2014,Summer,Low,Boiler PM2.5 Emissions,8.521
PM2.5,2014,Summer,Medium,Boiler PM2.5 Emissions,9.351
PM2.5,2014,Summer,High,Boiler PM2.5 Emissions,10.482
PM2.5,2014,Summer,Low,Commercial Cooking,8.859
PM2.5,2014,Summer,Medium,Commercial Cooking,9.032
PM2.5,2014,Summer,High,Commercial Cooking,10.469
PM2.5,2014,Summer,Low,Traffic Density,8.755
PM2.5,2014,Summer,Medium,Traffic Density,8.763
PM2.5,2014,Summer,High,Traffic Density,10.888
PM2.5,2014,Summer,ALL,ALL,9.274
PM2.5,2014,Winter,Low,Boiler PM2.5 Emissions,12.304
PM2.5,2014,Winter,Medium,Boiler PM2.5 Emissions,12.276
PM2.5,2014,Winter,High,Boiler PM2.5 Emissions,14.545
PM2.5,2014,Winter,Low,Commercial Cooking,12.765
PM2.5,2014,Winter,Medium,Commercial Cooking,12.15
PM2.5,2014,Winter,High,Commercial Cooking,14.248
PM2.5,2014,Winter,Low,Traffic Density,12.185
PM2.5,2014,Winter,Medium,Traffic Density,12.015
PM2.5,2014,Winter,High,Traffic Density,14.939
PM2.5,2014,Winter,ALL,ALL,13.341
SO2,2014,ALL,ALL,ALL,1.817
SO2,2014,Winter,Low,Boilers Using Residual Oil,1.174
SO2,2014,Winter,Medium,Boilers Using Residual Oil,1.659
SO2,2014,Winter,High,Boilers Using Residual Oil,2.616
SO2,2014,Winter,Low,Night-Time Population Density,1.372
SO2,2014,Winter,Medium,Night-Time Population Density,1.458
SO2,2014,Winter,High,Night-Time Population Density,2.62
SO2,2014,Winter,ALL,ALL,1.817
BC,2013,ALL,Low,Industrial Areas,1.076
BC,2013,ALL,Medium,Industrial Areas,1.049
BC,2013,ALL,High,Industrial Areas,1.406
BC,2013,ALL,Low,Commercial Cooking,1.091
BC,2013,ALL,Medium,Commercial Cooking,1.004
BC,2013,ALL,High,Commercial Cooking,1.414
BC,2013,ALL,Low,Traffic Density,0.937
BC,2013,ALL,Medium,Traffic Density,1.077
BC,2013,ALL,High,Traffic Density,1.507
BC,2013,ALL,ALL,ALL,1.129
BC,2013,Fall,Low,Commercial Cooking,1.125
BC,2013,Fall,Medium,Commercial Cooking,0.964
BC,2013,Fall,High,Commercial Cooking,1.428
BC,2013,Fall,Low,Industrial Areas,1.013
BC,2013,Fall,Medium,Industrial Areas,0.953
BC,2013,Fall,High,Industrial Areas,1.488
BC,2013,Fall,Low,Traffic Density,0.943
BC,2013,Fall,Medium,Traffic Density,1.079
BC,2013,Fall,High,Traffic Density,1.517
BC,2013,Fall,ALL,ALL,1.167
BC,2013,Spring,Low,Commercial Cooking,0.897
BC,2013,Spring,Medium,Commercial Cooking,0.831
BC,2013,Spring,High,Commercial Cooking,1.205
BC,2013,Spring,Low,Industrial Areas,0.911
BC,2013,Spring,Medium,Industrial Areas,0.838
BC,2013,Spring,High,Industrial Areas,1.181
BC,2013,Spring,Low,Traffic Density,0.736
BC,2013,Spring,Medium,Traffic Density,0.87
BC,2013,Spring,High,Traffic Density,1.324
BC,2013,Spring,ALL,ALL,0.928
BC,2013,Summer,Low,Commercial Cooking,1.258
BC,2013,Summer,Medium,Commercial Cooking,1.05
BC,2013,Summer,High,Commercial Cooking,1.505
BC,2013,Summer,Low,Industrial Areas,1.14
BC,2013,Summer,Medium,Industrial Areas,1.072
BC,2013,Summer,High,Industrial Areas,1.591
BC,2013,Summer,Low,Traffic Density,1.022
BC,2013,Summer,Medium,Traffic Density,1.106
BC,2013,Summer,High,Traffic Density,1.674
BC,2013,Summer,ALL,ALL,1.204
BC,2013,Winter,Low,Commercial Cooking,1.141
BC,2013,Winter,Medium,Commercial Cooking,1.172
BC,2013,Winter,High,Commercial Cooking,1.554
BC,2013,Winter,Low,Industrial Areas,1.237
BC,2013,Winter,Medium,Industrial Areas,1.187
BC,2013,Winter,High,Industrial Areas,1.465
BC,2013,Winter,Low,Traffic Density,1.06
BC,2013,Winter,Medium,Traffic Density,1.262
BC,2013,Winter,High,Traffic Density,1.541
BC,2013,Winter,ALL,ALL,1.245
NO,2013,ALL,Low,Boiler Density,17.959
NO,2013,ALL,Medium,Boiler Density,25.243
NO,2013,ALL,High,Boiler Density,33.238
NO,2013,ALL,Low,Traffic NOx Emissions,18.081
NO,2013,ALL,Medium,Traffic NOx Emissions,20.653
NO,2013,ALL,High,Traffic NOx Emissions,37.632
NO,2013,ALL,ALL,ALL,24.121
NO,2013,Fall,Low,Boiler Density,20.146
NO,2013,Fall,Medium,Boiler Density,29.017
NO,2013,Fall,High,Boiler Density,33.425
NO,2013,Fall,Low,Traffic NOx Emissions,21.057
NO,2013,Fall,Medium,Traffic NOx Emissions,19.548
NO,2013,Fall,High,Traffic NOx Emissions,41.983
NO,2013,Fall,ALL,ALL,27.529
NO,2013,Spring,Low,Boiler Density,15.061
NO,2013,Spring,Medium,Boiler Density,21.955
NO,2013,Spring,High,Boiler Density,32.595
NO,2013,Spring,Low,Traffic NOx Emissions,20.419
NO,2013,Spring,Medium,Traffic NOx Emissions,15.344
NO,2013,Spring,High,Traffic NOx Emissions,33.847
NO,2013,Spring,ALL,ALL,20.616
NO,2013,Summer,Low,Boiler Density,10.925
NO,2013,Summer,Medium,Boiler Density,16.556
NO,2013,Summer,High,Boiler Density,21.907
NO,2013,Summer,Low,Traffic NOx Emissions,10.82
NO,2013,Summer,Medium,Traffic NOx Emissions,10.719
NO,2013,Summer,High,Traffic NOx Emissions,27.85
NO,2013,Summer,ALL,ALL,14.588
NO,2013,Winter,Low,Boiler Density,25.703
NO,2013,Winter,Medium,Boiler Density,33.443
NO,2013,Winter,High,Boiler Density,50.007
NO,2013,Winter,Low,Traffic NOx Emissions,29.132
NO,2013,Winter,Medium,Traffic NOx Emissions,28.411
NO,2013,Winter,High,Traffic NOx Emissions,51.61
NO,2013,Winter,ALL,ALL,35.113
NO2,2013,ALL,Low,Building Density,19.344
NO2,2013,ALL,Medium,Building Density,22.354
NO2,2013,ALL,High,Building Density,29.727
NO2,2013,ALL,Low,Traffic Density,20.306
NO2,2013,ALL,Medium,Traffic Density,21.504
NO2,2013,ALL,High,Traffic Density,29.179
NO2,2013,ALL,ALL,ALL,23.094
NO2,2013,Fall,Low,Building Density,18.607
NO2,2013,Fall,Medium,Building Density,21.867
NO2,2013,Fall,High,Building Density,29.685
NO2,2013,Fall,Low,Traffic Density,20.051
NO2,2013,Fall,Medium,Traffic Density,19.682
NO2,2013,Fall,High,Traffic Density,29.924
NO2,2013,Fall,ALL,ALL,23.275
NO2,2013,Spring,Low,Building Density,18.629
NO2,2013,Spring,Medium,Building Density,22.707
NO2,2013,Spring,High,Building Density,30.475
NO2,2013,Spring,Low,Traffic Density,21.643
NO2,2013,Spring,Medium,Traffic Density,20.823
NO2,2013,Spring,High,Traffic Density,29.345
NO2,2013,Spring,ALL,ALL,22.792
NO2,2013,Summer,Low,Building Density,16.492
NO2,2013,Summer,Medium,Building Density,19.054
NO2,2013,Summer,High,Building Density,26.534
NO2,2013,Summer,Low,Traffic Density,17.284
NO2,2013,Summer,Medium,Traffic Density,17.326
NO2,2013,Summer,High,Traffic Density,27.47
NO2,2013,Summer,ALL,ALL,19.446
NO2,2013,Winter,Low,Building Density,23.648
NO2,2013,Winter,Medium,Building Density,26.212
NO2,2013,Winter,High,Building Density,33.866
NO2,2013,Winter,Low,Traffic Density,25.19
NO2,2013,Winter,Medium,Traffic Density,25.314
NO2,2013,Winter,High,Traffic Density,33.222
NO2,2013,Winter,ALL,ALL,26.936
O3,2013,ALL,Low,Traffic Density,31.922
O3,2013,ALL,Medium,Traffic Density,29.509
O3,2013,ALL,High,Traffic Density,25.486
O3,2013,ALL,ALL,ALL,29.366
O3,2013,Summer,Low,Traffic Density,31.922
O3,2013,Summer,Medium,Traffic Density,29.509
O3,2013,Summer,High,Traffic Density,25.52
O3,2013,Summer,ALL,ALL,29.366
PM2.5,2013,ALL,Low,Boiler PM2.5 Emissions,8.548
PM2.5,2013,ALL,Medium,Boiler PM2.5 Emissions,9.304
PM2.5,2013,ALL,High,Boiler PM2.5 Emissions,11.146
PM2.5,2013,ALL,Low,Commercial Cooking,9.126
PM2.5,2013,ALL,Medium,Commercial Cooking,8.757
PM2.5,2013,ALL,High,Commercial Cooking,11.085
PM2.5,2013,ALL,Low,Traffic Density,8.728
PM2.5,2013,ALL,Medium,Traffic Density,8.897
PM2.5,2013,ALL,High,Traffic Density,11.358
PM2.5,2013,ALL,ALL,ALL,9.705
PM2.5,2013,Fall,Low,Boiler PM2.5 Emissions,7.547
PM2.5,2013,Fall,Medium,Boiler PM2.5 Emissions,7.894
PM2.5,2013,Fall,High,Boiler PM2.5 Emissions,9.589
PM2.5,2013,Fall,Low,Commercial Cooking,7.957
PM2.5,2013,Fall,Medium,Commercial Cooking,7.487
PM2.5,2013,Fall,High,Commercial Cooking,9.611
PM2.5,2013,Fall,Low,Traffic Density,7.505
PM2.5,2013,Fall,Medium,Traffic Density,7.854
PM2.5,2013,Fall,High,Traffic Density,9.676
PM2.5,2013,Fall,ALL,ALL,8.548
PM2.5,2013,Spring,Low,Boiler PM2.5 Emissions,6.782
PM2.5,2013,Spring,Medium,Boiler PM2.5 Emissions,7.746
PM2.5,2013,Spring,High,Boiler PM2.5 Emissions,9.197
PM2.5,2013,Spring,Low,Commercial Cooking,7.339
PM2.5,2013,Spring,Medium,Commercial Cooking,7.256
PM2.5,2013,Spring,High,Commercial Cooking,9.13
PM2.5,2013,Spring,Low,Traffic Density,6.911
PM2.5,2013,Spring,Medium,Traffic Density,7.358
PM2.5,2013,Spring,High,Traffic Density,9.469
PM2.5,2013,Spring,ALL,ALL,7.74
PM2.5,2013,Summer,Low,Boiler PM2.5 Emissions,9.694
PM2.5,2013,Summer,Medium,Boiler PM2.5 Emissions,10.95
PM2.5,2013,Summer,High,Boiler PM2.5 Emissions,11.997
PM2.5,2013,Summer,Low,Commercial Cooking,10.575
PM2.5,2013,Summer,Medium,Commercial Cooking,9.994
PM2.5,2013,Summer,High,Commercial Cooking,12.107
PM2.5,2013,Summer,Low,Traffic Density,10.125
PM2.5,2013,Summer,Medium,Traffic Density,9.896
PM2.5,2013,Summer,High,Traffic Density,12.653
PM2.5,2013,Summer,ALL,ALL,10.713
PM2.5,2013,Winter,Low,Boiler PM2.5 Emissions,10.253
PM2.5,2013,Winter,Medium,Boiler PM2.5 Emissions,10.774
PM2.5,2013,Winter,High,Boiler PM2.5 Emissions,13.566
PM2.5,2013,Winter,Low,Commercial Cooking,10.529
PM2.5,2013,Winter,Medium,Commercial Cooking,10.819
PM2.5,2013,Winter,High,Commercial Cooking,13.248
PM2.5,2013,Winter,Low,Traffic Density,10.204
PM2.5,2013,Winter,Medium,Traffic Density,10.965
PM2.5,2013,Winter,High,Traffic Density,13.435
PM2.5,2013,Winter,ALL,ALL,11.463
SO2,2013,ALL,ALL,ALL,1.749
SO2,2013,Winter,Low,Boilers Using Residual Oil,0.936
SO2,2013,Winter,Medium,Boilers Using Residual Oil,1.504
SO2,2013,Winter,High,Boilers Using Residual Oil,2.817
SO2,2013,Winter,Low,Night-Time Population Density,1.192
SO2,2013,Winter,Medium,Night-Time Population Density,1.385
SO2,2013,Winter,High,Night-Time Population Density,2.681
SO2,2013,Winter,ALL,ALL,1.749
BC,2012,ALL,Low,Industrial Areas,1.114
BC,2012,ALL,Medium,Industrial Areas,1.068
BC,2012,ALL,High,Industrial Areas,1.462
BC,2012,ALL,Low,Commercial Cooking,1.118
BC,2012,ALL,Medium,Commercial Cooking,1.081
BC,2012,ALL,High,Commercial Cooking,1.423
BC,2012,ALL,Low,Traffic Density,1.009
BC,2012,ALL,Medium,Traffic Density,1.077
BC,2012,ALL,High,Traffic Density,1.542
BC,2012,ALL,ALL,ALL,1.146
BC,2012,Fall,Low,Commercial Cooking,1.235
BC,2012,Fall,Medium,Commercial Cooking,1.113
BC,2012,Fall,High,Commercial Cooking,1.409
BC,2012,Fall,Low,Industrial Areas,1.174
BC,2012,Fall,Medium,Industrial Areas,1.073
BC,2012,Fall,High,Industrial Areas,1.503
BC,2012,Fall,Low,Traffic Density,1.088
BC,2012,Fall,Medium,Traffic Density,1.089
BC,2012,Fall,High,Traffic Density,1.573
BC,2012,Fall,ALL,ALL,1.179
BC,2012,Spring,Low,Commercial Cooking,1.018
BC,2012,Spring,Medium,Commercial Cooking,0.992
BC,2012,Spring,High,Commercial Cooking,1.328
BC,2012,Spring,Low,Industrial Areas,0.999
BC,2012,Spring,Medium,Industrial Areas,0.988
BC,2012,Spring,High,Industrial Areas,1.349
BC,2012,Spring,Low,Traffic Density,0.898
BC,2012,Spring,Medium,Traffic Density,1.003
BC,2012,Spring,High,Traffic Density,1.436
BC,2012,Spring,ALL,ALL,1.057
BC,2012,Summer,Low,Commercial Cooking,1.123
BC,2012,Summer,Medium,Commercial Cooking,1.168
BC,2012,Summer,High,Commercial Cooking,1.505
BC,2012,Summer,Low,Industrial Areas,1.221
BC,2012,Summer,Medium,Industrial Areas,1.099
BC,2012,Summer,High,Industrial Areas,1.478
BC,2012,Summer,Low,Traffic Density,1.043
BC,2012,Summer,Medium,Traffic Density,1.149
BC,2012,Summer,High,Traffic Density,1.617
BC,2012,Summer,ALL,ALL,1.222
BC,2012,Winter,Low,Commercial Cooking,1.112
BC,2012,Winter,Medium,Commercial Cooking,1.064
BC,2012,Winter,High,Commercial Cooking,1.326
BC,2012,Winter,Low,Industrial Areas,1.072
BC,2012,Winter,Medium,Industrial Areas,1.059
BC,2012,Winter,High,Industrial Areas,1.368
BC,2012,Winter,Low,Traffic Density,1.009
BC,2012,Winter,Medium,Traffic Density,1.07
BC,2012,Winter,High,Traffic Density,1.419
BC,2012,Winter,ALL,ALL,1.136
NO,2012,ALL,Low,Boiler Density,19.258
NO,2012,ALL,Medium,Boiler Density,26.587
NO,2012,ALL,High,Boiler Density,36.275
NO,2012,ALL,Low,Traffic NOx Emissions,19.787
NO,2012,ALL,Medium,Traffic NOx Emissions,21.824
NO,2012,ALL,High,Traffic NOx Emissions,40.407
NO,2012,ALL,ALL,ALL,25.472
NO,2012,Fall,Low,Boiler Density,23.133
NO,2012,Fall,Medium,Boiler Density,31.644
NO,2012,Fall,High,Boiler Density,43.562
NO,2012,Fall,Low,Traffic NOx Emissions,26.125
NO,2012,Fall,Medium,Traffic NOx Emissions,22.945
NO,2012,Fall,High,Traffic NOx Emissions,49.269
NO,2012,Fall,ALL,ALL,29.835
NO,2012,Spring,Low,Boiler Density,17.146
NO,2012,Spring,Medium,Boiler Density,23.543
NO,2012,Spring,High,Boiler Density,33.956
NO,2012,Spring,Low,Traffic NOx Emissions,18.853
NO,2012,Spring,Medium,Traffic NOx Emissions,18.317
NO,2012,Spring,High,Traffic NOx Emissions,37.474
NO,2012,Spring,ALL,ALL,22.767
NO,2012,Summer,Low,Boiler Density,10.57
NO,2012,Summer,Medium,Boiler Density,15.396
NO,2012,Summer,High,Boiler Density,22.071
NO,2012,Summer,Low,Traffic NOx Emissions,11.123
NO,2012,Summer,Medium,Traffic NOx Emissions,10.779
NO,2012,Summer,High,Traffic NOx Emissions,26.135
NO,2012,Summer,ALL,ALL,14.561
NO,2012,Winter,Low,Boiler Density,26.181
NO,2012,Winter,Medium,Boiler Density,35.763
NO,2012,Winter,High,Boiler Density,46.05
NO,2012,Winter,Low,Traffic NOx Emissions,28.222
NO,2012,Winter,Medium,Traffic NOx Emissions,30.483
NO,2012,Winter,High,Traffic NOx Emissions,49.289
NO,2012,Winter,ALL,ALL,34.726
NO2,2012,ALL,Low,Building Density,19.977
NO2,2012,ALL,Medium,Building Density,22.916
NO2,2012,ALL,High,Building Density,30.854
NO2,2012,ALL,Low,Traffic Density,20.97
NO2,2012,ALL,Medium,Traffic Density,22.007
NO2,2012,ALL,High,Traffic Density,30.321
NO2,2012,ALL,ALL,ALL,23.44
NO2,2012,Fall,Low,Building Density,20.255
NO2,2012,Fall,Medium,Building Density,23.293
NO2,2012,Fall,High,Building Density,30.488
NO2,2012,Fall,Low,Traffic Density,21.398
NO2,2012,Fall,Medium,Traffic Density,21.342
NO2,2012,Fall,High,Traffic Density,31.295
NO2,2012,Fall,ALL,ALL,23.276
NO2,2012,Spring,Low,Building Density,19.703
NO2,2012,Spring,Medium,Building Density,23.961
NO2,2012,Spring,High,Building Density,32.164
NO2,2012,Spring,Low,Traffic Density,22.217
NO2,2012,Spring,Medium,Traffic Density,21.783
NO2,2012,Spring,High,Traffic Density,31.828
NO2,2012,Spring,ALL,ALL,24.001
NO2,2012,Summer,Low,Building Density,17.24
NO2,2012,Summer,Medium,Building Density,19.243
NO2,2012,Summer,High,Building Density,28.134
NO2,2012,Summer,Low,Traffic Density,18.276
NO2,2012,Summer,Medium,Traffic Density,17.861
NO2,2012,Summer,High,Traffic Density,28.479
NO2,2012,Summer,ALL,ALL,20.548
NO2,2012,Winter,Low,Building Density,22.709
NO2,2012,Winter,Medium,Building Density,25.729
NO2,2012,Winter,High,Building Density,31.906
NO2,2012,Winter,Low,Traffic Density,24.726
NO2,2012,Winter,Medium,Traffic Density,24.512
NO2,2012,Winter,High,Traffic Density,31.106
NO2,2012,Winter,ALL,ALL,25.935
O3,2012,ALL,Low,Traffic Density,34.313
O3,2012,ALL,Medium,Traffic Density,32.132
O3,2012,ALL,High,Traffic Density,27.712
O3,2012,ALL,ALL,ALL,31.519
O3,2012,Summer,Low,Traffic Density,34.313
O3,2012,Summer,Medium,Traffic Density,32.132
O3,2012,Summer,High,Traffic Density,27.655
