Pollutant,Time,Season,Tertile,Source,Value
PM2.5,2018,Winter,Low,Commercial Cooking,8.716
PM2.5,2018,Winter,Medium,Commercial Cooking,8.481
PM2.5,2018,Winter,High,Commercial Cooking,10.279
PM2.5,2018,Winter,Low,Traffic Density,8.203
PM2.5,2018,Winter,Medium,Traffic Density,8.538
PM2.5,2018,Winter,High,Traffic Density,10.723
PM2.5,2018,Winter,ALL,ALL,9.071
SO2,2018,ALL,ALL,ALL,0.275
SO2,2018,Winter,Low,Boilers Using Residual Oil,0.115
SO2,2018,Winter,Medium,Boilers Using Residual Oil,0.1
SO2,2018,Winter,High,Boilers Using Residual Oil,0.473
SO2,2018,Winter,Low,Night-Time Population Density,0.11
SO2,2018,Winter,Medium,Night-Time Population Density,0.086
SO2,2018,Winter,High,Night-Time Population Density,0.494
SO2,2018,Winter,ALL,ALL,0.275
BC,2017,ALL,Low,Industrial Areas,0.84
BC,2017,ALL,Medium,Industrial Areas,0.814
BC,2017,ALL,High,Industrial Areas,1.173
BC,2017,ALL,Low,Commercial Cooking,0.919
BC,2017,ALL,Medium,Commercial Cooking,0.78
BC,2017,ALL,High,Commercial Cooking,1.103
BC,2017,ALL,Low,Traffic Density,0.776
BC,2017,ALL,Medium,Traffic Density,0.825
BC,2017,ALL,High,Traffic Density,1.209
BC,2017,ALL,ALL,ALL,0.933
BC,2017,Fall,Low,Commercial Cooking,0.909
BC,2017,Fall,Medium,Commercial Cooking,0.783
BC,2017,Fall,High,Commercial Cooking,1.281
BC,2017,Fall,Low,Industrial Areas,0.87
BC,2017,Fall,Medium,Industrial Areas,0.9
BC,2017,Fall,High,Industrial Areas,1.197
BC,2017,Fall,Low,Traffic Density,0.798
BC,2017,Fall,Medium,Traffic Density,0.937
BC,2017,Fall,High,Traffic Density,1.232
BC,2017,Fall,ALL,ALL,0.93
BC,2017,Spring,Low,Commercial Cooking,0.783
BC,2017,Spring,Medium,Commercial Cooking,0.684
BC,2017,Spring,High,Commercial Cooking,0.963
BC,2017,Spring,Low,Industrial Areas,0.736
BC,2017,Spring,Medium,Industrial Areas,0.69
BC,2017,Spring,High,Industrial Areas,0.999
BC,2017,Spring,Low,Traffic Density,0.657
BC,2017,Spring,Medium,Traffic Density,0.668
BC,2017,Spring,High,Traffic Density,1.1
BC,2017,Spring,ALL,ALL,0.808
BC,2017,Summer,Low,Commercial Cooking,1.154
BC,2017,Summer,Medium,Commercial Cooking,0.85
BC,2017,Summer,High,Commercial Cooking,1.254
BC,2017,Summer,Low,Industrial Areas,0.945
BC,2017,Summer,Medium,Industrial Areas,0.869
BC,2017,Summer,High,Industrial Areas,1.428
BC,2017,Summer,Low,Traffic Density,0.895
BC,2017,Summer,Medium,Traffic Density,0.925
BC,2017,Summer,High,Traffic Density,1.422
BC,2017,Summer,ALL,ALL,1.046
BC,2017,Winter,Low,Commercial Cooking,0.92
BC,2017,Winter,Medium,Commercial Cooking,0.777
BC,2017,Winter,High,Commercial Cooking,1
BC,2017,Winter,Low,Industrial Areas,0.809
BC,2017,Winter,Medium,Industrial Areas,0.767
BC,2017,Winter,High,Industrial Areas,1.113
BC,2017,Winter,Low,Traffic Density,0.754
BC,2017,Winter,Medium,Traffic Density,0.854
BC,2017,Winter,High,Traffic Density,1.08
BC,2017,Winter,ALL,ALL,0.896
NO,2017,ALL,Low,Boiler Density,15.375
NO,2017,ALL,Medium,Boiler Density,19.862
NO,2017,ALL,High,Boiler Density,25.016
NO,2017,ALL,Low,Traffic NOx Emissions,16.081
NO,2017,ALL,Medium,Traffic NOx Emissions,15.45
NO,2017,ALL,High,Traffic NOx Emissions,28.753
NO,2017,ALL,ALL,ALL,18.644
NO,2017,Fall,Low,Boiler Density,16.158
NO,2017,Fall,Medium,Boiler Density,18.994
NO,2017,Fall,High,Boiler Density,24.146
NO,2017,Fall,Low,Traffic NOx Emissions,18.163
NO,2017,Fall,Medium,Traffic NOx Emissions,13.196
NO,2017,Fall,High,Traffic NOx Emissions,27.938
NO,2017,Fall,ALL,ALL,18.79
NO,2017,Spring,Low,Boiler Density,14.271
NO,2017,Spring,Medium,Boiler Density,19.239
NO,2017,Spring,High,Boiler Density,24.594
NO,2017,Spring,Low,Traffic NOx Emissions,15.975
NO,2017,Spring,Medium,Traffic NOx Emissions,14.193
NO,2017,Spring,High,Traffic NOx Emissions,27.936
NO,2017,Spring,ALL,ALL,19.368
NO,2017,Summer,Low,Boiler Density,8.688
NO,2017,Summer,Medium,Boiler Density,11.363
NO,2017,Summer,High,Boiler Density,16.903
NO,2017,Summer,Low,Traffic NOx Emissions,9.625
NO,2017,Summer,Medium,Traffic NOx Emissions,7.299
NO,2017,Summer,High,Traffic NOx Emissions,20.031
NO,2017,Summer,ALL,ALL,11.105
NO,2017,Winter,Low,Boiler Density,22.383
NO,2017,Winter,Medium,Boiler Density,29.85
NO,2017,Winter,High,Boiler Density,34.423
NO,2017,Winter,Low,Traffic NOx Emissions,24.272
NO,2017,Winter,Medium,Traffic NOx Emissions,23.275
NO,2017,Winter,High,Traffic NOx Emissions,39.109
NO,2017,Winter,ALL,ALL,28.885
NO2,2017,ALL,Low,Building Density,18.187
NO2,2017,ALL,Medium,Building Density,21.14
NO2,2017,ALL,High,Building Density,26.736
NO2,2017,ALL,Low,Traffic Density,19.471
NO2,2017,ALL,Medium,Traffic Density,20.068
NO2,2017,ALL,High,Traffic Density,26.215
NO2,2017,ALL,ALL,ALL,21.127
NO2,2017,Fall,Low,Building Density,17.591
NO2,2017,Fall,Medium,Building Density,20.647
NO2,2017,Fall,High,Building Density,25.559
NO2,2017,Fall,Low,Traffic Density,19.576
NO2,2017,Fall,Medium,Traffic Density,19.031
NO2,2017,Fall,High,Traffic Density,25.19
NO2,2017,Fall,ALL,ALL,20.875
NO2,2017,Spring,Low,Building Density,17.491
NO2,2017,Spring,Medium,Building Density,20.499
NO2,2017,Spring,High,Building Density,25.794
NO2,2017,Spring,Low,Traffic Density,19.258
NO2,2017,Spring,Medium,Traffic Density,18.726
NO2,2017,Spring,High,Traffic Density,25.801
NO2,2017,Spring,ALL,ALL,21.264
NO2,2017,Summer,Low,Building Density,14.303
NO2,2017,Summer,Medium,Building Density,16.41
NO2,2017,Summer,High,Building Density,22.803
NO2,2017,Summer,Low,Traffic Density,15.389
NO2,2017,Summer,Medium,Traffic Density,14.932
NO2,2017,Summer,High,Traffic Density,23.196
NO2,2017,Summer,ALL,ALL,17.103
NO2,2017,Winter,Low,Building Density,23.357
NO2,2017,Winter,Medium,Building Density,27.341
NO2,2017,Winter,High,Building Density,31.455
NO2,2017,Winter,Low,Traffic Density,26.257
NO2,2017,Winter,Medium,Traffic Density,25.125
NO2,2017,Winter,High,Traffic Density,30.77
NO2,2017,Winter,ALL,ALL,27.337
O3,2017,ALL,Low,Traffic Density,31.1
O3,2017,ALL,Medium,Traffic Density,29.16
O3,2017,ALL,High,Traffic Density,25.527
O3,2017,ALL,ALL,ALL,28.633
O3,2017,Summer,Low,Traffic Density,31.1
O3,2017,Summer,Medium,Traffic Density,29.16
O3,2017,Summer,High,Traffic Density,25.527
O3,2017,Summer,ALL,ALL,28.633
PM2.5,2017,ALL,Low,Boiler PM2.5 Emissions,7.428
PM2.5,2017,ALL,Medium,Boiler PM2.5 Emissions,8.101
PM2.5,2017,ALL,High,Boiler PM2.5 Emissions,9.165
PM2.5,2017,ALL,Low,Commercial Cooking,7.91
PM2.5,2017,ALL,Medium,Commercial Cooking,7.609
PM2.5,2017,ALL,High,Commercial Cooking,9.16
PM2.5,2017,ALL,Low,Traffic Density,7.579
PM2.5,2017,ALL,Medium,Traffic Density,7.56
PM2.5,2017,ALL,High,Traffic Density,9.555
PM2.5,2017,ALL,ALL,ALL,8.205
PM2.5,2017,Fall,Low,Boiler PM2.5 Emissions,6.664
PM2.5,2017,Fall,Medium,Boiler PM2.5 Emissions,7.068
PM2.5,2017,Fall,High,Boiler PM2.5 Emissions,8.33
PM2.5,2017,Fall,Low,Commercial Cooking,7.009
PM2.5,2017,Fall,Medium,Commercial Cooking,6.718
PM2.5,2017,Fall,High,Commercial Cooking,8.35
PM2.5,2017,Fall,Low,Traffic Density,6.969
PM2.5,2017,Fall,Medium,Traffic Density,6.787
PM2.5,2017,Fall,High,Traffic Density,8.307
PM2.5,2017,Fall,ALL,ALL,7.169
PM2.5,2017,Spring,Low,Boiler PM2.5 Emissions,6.308
PM2.5,2017,Spring,Medium,Boiler PM2.5 Emissions,6.981
PM2.5,2017,Spring,High,Boiler PM2.5 Emissions,8.021
PM2.5,2017,Spring,Low,Commercial Cooking,6.781
PM2.5,2017,Spring,Medium,Commercial Cooking,6.555
PM2.5,2017,Spring,High,Commercial Cooking,7.985
PM2.5,2017,Spring,Low,Traffic Density,6.229
PM2.5,2017,Spring,Medium,Traffic Density,6.45
PM2.5,2017,Spring,High,Traffic Density,8.631
PM2.5,2017,Spring,ALL,ALL,7.103
PM2.5,2017,Summer,Low,Boiler PM2.5 Emissions,8.815
PM2.5,2017,Summer,Medium,Boiler PM2.5 Emissions,9.513
PM2.5,2017,Summer,High,Boiler PM2.5 Emissions,10.916
PM2.5,2017,Summer,Low,Commercial Cooking,9.392
PM2.5,2017,Summer,Medium,Commercial Cooking,8.952
PM2.5,2017,Summer,High,Commercial Cooking,10.923
PM2.5,2017,Summer,Low,Traffic Density,8.939
PM2.5,2017,Summer,Medium,Traffic Density,9.057
PM2.5,2017,Summer,High,Traffic Density,11.249
PM2.5,2017,Summer,ALL,ALL,9.647
PM2.5,2017,Winter,Low,Boiler PM2.5 Emissions,7.925
PM2.5,2017,Winter,Medium,Boiler PM2.5 Emissions,8.84
PM2.5,2017,Winter,High,Boiler PM2.5 Emissions,9.394
PM2.5,2017,Winter,Low,Commercial Cooking,8.473
PM2.5,2017,Winter,Medium,Commercial Cooking,8.313
PM2.5,2017,Winter,High,Commercial Cooking,9.38
PM2.5,2017,Winter,Low,Traffic Density,7.956
PM2.5,2017,Winter,Medium,Traffic Density,8.167
PM2.5,2017,Winter,High,Traffic Density,10.035
PM2.5,2017,Winter,ALL,ALL,8.719
SO2,2017,ALL,ALL,ALL,0.215
SO2,2017,Winter,Low,Boilers Using Residual Oil,0.126
SO2,2017,Winter,Medium,Boilers Using Residual Oil,0.191
SO2,2017,Winter,High,Boilers Using Residual Oil,0.331
SO2,2017,Winter,Low,Night-Time Population Density,0.156
SO2,2017,Winter,Medium,Night-Time Population Density,0.163
SO2,2017,Winter,High,Night-Time Population Density,0.321
SO2,2017,Winter,ALL,ALL,0.215
BC,2016,ALL,Low,Industrial Areas,0.951
BC,2016,ALL,Medium,Industrial Areas,0.922
BC,2016,ALL,High,Industrial Areas,1.243
BC,2016,ALL,Low,Commercial Cooking,0.998
BC,2016,ALL,Medium,Commercial Cooking,0.89
BC,2016,ALL,High,Commercial Cooking,1.206
BC,2016,ALL,Low,Traffic Density,0.863
BC,2016,ALL,Medium,Traffic Density,0.939
BC,2016,ALL,High,Traffic Density,1.298
BC,2016,ALL,ALL,ALL,1.02
BC,2016,Fall,Low,Commercial Cooking,1.012
BC,2016,Fall,Medium,Commercial Cooking,0.878
BC,2016,Fall,High,Commercial Cooking,1.24
BC,2016,Fall,Low,Industrial Areas,0.921
BC,2016,Fall,Medium,Industrial Areas,0.881
BC,2016,Fall,High,Industrial Areas,1.322
BC,2016,Fall,Low,Traffic Density,0.886
BC,2016,Fall,Medium,Traffic Density,0.943
BC,2016,Fall,High,Traffic Density,1.295
BC,2016,Fall,ALL,ALL,1.041
BC,2016,Spring,Low,Commercial Cooking,0.939
BC,2016,Spring,Medium,Commercial Cooking,0.8
BC,2016,Spring,High,Commercial Cooking,1.141
BC,2016,Spring,Low,Industrial Areas,0.901
BC,2016,Spring,Medium,Industrial Areas,0.864
BC,2016,Spring,High,Industrial Areas,1.108
BC,2016,Spring,Low,Traffic Density,0.779
BC,2016,Spring,Medium,Traffic Density,0.861
BC,2016,Spring,High,Traffic Density,1.232
BC,2016,Spring,ALL,ALL,0.945
BC,2016,Summer,Low,Commercial Cooking,1.07
BC,2016,Summer,Medium,Commercial Cooking,0.951
BC,2016,Summer,High,Commercial Cooking,1.244
BC,2016,Summer,Low,Industrial Areas,1.024
BC,2016,Summer,Medium,Industrial Areas,0.901
BC,2016,Summer,High,Industrial Areas,1.335
BC,2016,Summer,Low,Traffic Density,0.885
BC,2016,Summer,Medium,Traffic Density,0.999
BC,2016,Summer,High,Traffic Density,1.375
BC,2016,Summer,ALL,ALL,1.063
BC,2016,Winter,Low,Commercial Cooking,1.018
BC,2016,Winter,Medium,Commercial Cooking,0.93
BC,2016,Winter,High,Commercial Cooking,1.2
BC,2016,Winter,Low,Industrial Areas,0.96
BC,2016,Winter,Medium,Industrial Areas,0.934
BC,2016,Winter,High,Industrial Areas,1.25
BC,2016,Winter,Low,Traffic Density,0.901
BC,2016,Winter,Medium,Traffic Density,0.952
BC,2016,Winter,High,Traffic Density,1.291
BC,2016,Winter,ALL,ALL,1.033
NO,2016,ALL,Low,Boiler Density,17.633
NO,2016,ALL,Medium,Boiler Density,22.881
NO,2016,ALL,High,Boiler Density,28.576
NO,2016,ALL,Low,Traffic NOx Emissions,17.815
NO,2016,ALL,Medium,Traffic NOx Emissions,18.505
NO,2016,ALL,High,Traffic NOx Emissions,32.735
NO,2016,ALL,ALL,ALL,22.303
NO,2016,Fall,Low,Boiler Density,18.983
NO,2016,Fall,Medium,Boiler Density,23.856
NO,2016,Fall,High,Boiler Density,30.85
NO,2016,Fall,Low,Traffic NOx Emissions,21.475
NO,2016,Fall,Medium,Traffic NOx Emissions,18.595
NO,2016,Fall,High,Traffic NOx Emissions,33.62
NO,2016,Fall,ALL,ALL,24.461
NO,2016,Spring,Low,Boiler Density,15.816
NO,2016,Spring,Medium,Boiler Density,22.091
NO,2016,Spring,High,Boiler Density,26.652
NO,2016,Spring,Low,Traffic NOx Emissions,17.707
NO,2016,Spring,Medium,Traffic NOx Emissions,15.463
NO,2016,Spring,High,Traffic NOx Emissions,31.388
NO,2016,Spring,ALL,ALL,20.828
NO,2016,Summer,Low,Boiler Density,8.839
NO,2016,Summer,Medium,Boiler Density,12.615
NO,2016,Summer,High,Boiler Density,16.219
NO,2016,Summer,Low,Traffic NOx Emissions,9.926
NO,2016,Summer,Medium,Traffic NOx Emissions,8.122
NO,2016,Summer,High,Traffic NOx Emissions,19.627
NO,2016,Summer,ALL,ALL,11.806
NO,2016,Winter,Low,Boiler Density,27.171
NO,2016,Winter,Medium,Boiler Density,33.207
NO,2016,Winter,High,Boiler Density,40.563
NO,2016,Winter,Low,Traffic NOx Emissions,29.201
NO,2016,Winter,Medium,Traffic NOx Emissions,25.112
NO,2016,Winter,High,Traffic NOx Emissions,46.628
NO,2016,Winter,ALL,ALL,32.548
NO2,2016,ALL,Low,Building Density,17.655
NO2,2016,ALL,Medium,Building Density,20.513
NO2,2016,ALL,High,Building Density,26.543
NO2,2016,ALL,Low,Traffic Density,19.003
NO2,2016,ALL,Medium,Traffic Density,19.21
NO2,2016,ALL,High,Traffic Density,26.186
NO2,2016,ALL,ALL,ALL,21.23
NO2,2016,Fall,Low,Building Density,18.328
NO2,2016,Fall,Medium,Building Density,20.256
NO2,2016,Fall,High,Building Density,27.25
NO2,2016,Fall,Low,Traffic Density,20.124
NO2,2016,Fall,Medium,Traffic Density,19.484
NO2,2016,Fall,High,Traffic Density,26.227
NO2,2016,Fall,ALL,ALL,21.995
NO2,2016,Spring,Low,Building Density,16.967
NO2,2016,Spring,Medium,Building Density,20.826
NO2,2016,Spring,High,Building Density,25.938
NO2,2016,Spring,Low,Traffic Density,14.62
NO2,2016,Spring,Medium,Traffic Density,13.854
NO2,2016,Spring,High,Traffic Density,22.777
NO2,2016,Spring,ALL,ALL,21.06
NO2,2016,Summer,Low,Building Density,13.618
NO2,2016,Summer,Medium,Building Density,15.621
NO2,2016,Summer,High,Building Density,22.013
NO2,2016,Summer,Low,Traffic Density,19.254
NO2,2016,Summer,Medium,Traffic Density,18.248
NO2,2016,Summer,High,Traffic Density,26.229
NO2,2016,Summer,ALL,ALL,16.722
NO2,2016,Winter,Low,Building Density,21.594
NO2,2016,Winter,Medium,Building Density,25.754
NO2,2016,Winter,High,Building Density,29.379
NO2,2016,Winter,Low,Traffic Density,24.271
NO2,2016,Winter,Medium,Traffic Density,23.061
NO2,2016,Winter,High,Traffic Density,29.396
NO2,2016,Winter,ALL,ALL,25.296
O3,2016,ALL,Low,Traffic Density,33.881
O3,2016,ALL,Medium,Traffic Density,31.672
O3,2016,ALL,High,Traffic Density,28.572
O3,2016,ALL,ALL,ALL,31.614
O3,2016,Summer,Low,Traffic Density,33.881
O3,2016,Summer,Medium,Traffic Density,31.672
O3,2016,Summer,High,Traffic Density,28.572
O3,2016,Summer,ALL,ALL,31.614
PM2.5,2016,ALL,Low,Boiler PM2.5 Emissions,7.449
PM2.5,2016,ALL,Medium,Boiler PM2.5 Emissions,8.265
PM2.5,2016,ALL,High,Boiler PM2.5 Emissions,9.577
PM2.5,2016,ALL,Low,Commercial Cooking,7.892
PM2.5,2016,ALL,Medium,Commercial Cooking,7.789
PM2.5,2016,ALL,High,Commercial Cooking,9.605
PM2.5,2016,ALL,Low,Traffic Density,7.764
PM2.5,2016,ALL,Medium,Traffic Density,7.673
PM2.5,2016,ALL,High,Traffic Density,9.859
PM2.5,2016,ALL,ALL,ALL,8.404
PM2.5,2016,Fall,Low,Boiler PM2.5 Emissions,6.987
PM2.5,2016,Fall,Medium,Boiler PM2.5 Emissions,6.489
PM2.5,2016,Fall,High,Boiler PM2.5 Emissions,8.195
PM2.5,2016,Fall,Low,Commercial Cooking,7.085
PM2.5,2016,Fall,Medium,Commercial Cooking,6.422
PM2.5,2016,Fall,High,Commercial Cooking,8.197
PM2.5,2016,Fall,Low,Traffic Density,6.311
PM2.5,2016,Fall,Medium,Traffic Density,6.364
PM2.5,2016,Fall,High,Traffic Density,8.995
PM2.5,2016,Fall,ALL,ALL,7.023
PM2.5,2016,Spring,Low,Boiler PM2.5 Emissions,6.986
PM2.5,2016,Spring,Medium,Boiler PM2.5 Emissions,8.42
PM2.5,2016,Spring,High,Boiler PM2.5 Emissions,9.878
PM2.5,2016,Spring,Low,Commercial Cooking,7.626
PM2.5,2016,Spring,Medium,Commercial Cooking,7.768
PM2.5,2016,Spring,High,Commercial Cooking,9.884
PM2.5,2016,Spring,Low,Traffic Density,7.617
PM2.5,2016,Spring,Medium,Traffic Density,7.901
PM2.5,2016,Spring,High,Traffic Density,9.766
PM2.5,2016,Spring,ALL,ALL,8.244
PM2.5,2016,Summer,Low,Boiler PM2.5 Emissions,8.416
PM2.5,2016,Summer,Medium,Boiler PM2.5 Emissions,9.375
PM2.5,2016,Summer,High,Boiler PM2.5 Emissions,10.173
PM2.5,2016,Summer,Low,Commercial Cooking,8.946
PM2.5,2016,Summer,Medium,Commercial Cooking,8.807
PM2.5,2016,Summer,High,Commercial Cooking,10.218
PM2.5,2016,Summer,Low,Traffic Density,8.701
PM2.5,2016,Summer,Medium,Traffic Density,8.549
PM2.5,2016,Summer,High,Traffic Density,10.714
PM2.5,2016,Summer,ALL,ALL,9.206
PM2.5,2016,Winter,Low,Boiler PM2.5 Emissions,8.008
PM2.5,2016,Winter,Medium,Boiler PM2.5 Emissions,8.775
PM2.5,2016,Winter,High,Boiler PM2.5 Emissions,10.064
PM2.5,2016,Winter,Low,Commercial Cooking,8.588
PM2.5,2016,Winter,Medium,Commercial Cooking,8.158
PM2.5,2016,Winter,High,Commercial Cooking,10.122
PM2.5,2016,Winter,Low,Traffic Density,8.238
PM2.5,2016,Winter,Medium,Traffic Density,8.048
PM2.5,2016,Winter,High,Traffic Density,10.561
PM2.5,2016,Winter,ALL,ALL,8.866
SO2,2016,ALL,ALL,ALL,0.233
SO2,2016,Winter,Low,Boilers Using Residual Oil,0.204
SO2,2016,Winter,Medium,Boilers Using Residual Oil,0.192
SO2,2016,Winter,High,Boilers Using Residual Oil,0.354
SO2,2016,Winter,Low,Night-Time Population Density,0.211
SO2,2016,Winter,Medium,Night-Time Population Density,0.202
SO2,2016,Winter,High,Night-Time Population Density,0.33
SO2,2016,Winter,ALL,ALL,0.233
BC,2015,ALL,Low,Industrial Areas,0.989
BC,2015,ALL,Medium,Industrial Areas,0.971
BC,2015,ALL,High,Industrial Areas,1.315
BC,2015,ALL,Low,Commercial Cooking,0.99
BC,2015,ALL,Medium,Commercial Cooking,0.978
BC,2015,ALL,High,Commercial Cooking,1.29
BC,2015,ALL,Low,Traffic Density,0.873
BC,2015,ALL,Medium,Traffic Density,1.026
BC,2015,ALL,High,Traffic Density,1.359
BC,2015,ALL,ALL,ALL,1.063
BC,2015,Fall,Low,Commercial Cooking,1.067
BC,2015,Fall,Medium,Commercial Cooking,0.964
BC,2015,Fall,High,Commercial Cooking,1.287
BC,2015,Fall,Low,Industrial Areas,0.973
BC,2015,Fall,Medium,Industrial Areas,0.949
BC,2015,Fall,High,Industrial Areas,1.391
BC,2015,Fall,Low,Traffic Density,0.9
BC,2015,Fall,Medium,Traffic Density,1.016
BC,2015,Fall,High,Traffic Density,1.397
BC,2015,Fall,ALL,ALL,1.104
BC,2015,Spring,Low,Commercial Cooking,0.962
BC,2015,Spring,Medium,Commercial Cooking,0.895
BC,2015,Spring,High,Commercial Cooking,1.321
BC,2015,Spring,Low,Industrial Areas,0.964
BC,2015,Spring,Medium,Industrial Areas,0.911
BC,2015,Spring,High,Industrial Areas,1.3
BC,2015,Spring,Low,Traffic Density,0.823
BC,2015,Spring,Medium,Traffic Density,0.996
BC,2015,Spring,High,Traffic Density,1.356
BC,2015,Spring,ALL,ALL,1.027
BC,2015,Summer,Low,Commercial Cooking,1.041
BC,2015,Summer,Medium,Commercial Cooking,1.007
BC,2015,Summer,High,Commercial Cooking,1.328
BC,2015,Summer,Low,Industrial Areas,1.017
BC,2015,Summer,Medium,Industrial Areas,0.937
BC,2015,Summer,High,Industrial Areas,1.42
BC,2015,Summer,Low,Traffic Density,0.876
BC,2015,Summer,Medium,Traffic Density,1.062
BC,2015,Summer,High,Traffic Density,1.436
BC,2015,Summer,ALL,ALL,1.095
BC,2015,Winter,Low,Commercial Cooking,0.922
BC,2015,Winter,Medium,Commercial Cooking,0.98
BC,2015,Winter,High,Commercial Cooking,1.223
BC,2015,Winter,Low,Industrial Areas,1.003
BC,2015,Winter,Medium,Industrial Areas,1.016
BC,2015,Winter,High,Industrial Areas,1.116
BC,2015,Winter,Low,Traffic Density,0.894
BC,2015,Winter,Medium,Traffic Density,0.988
BC,2015,Winter,High,Traffic Density,1.246
BC,2015,Winter,ALL,ALL,1.036
NO,2015,ALL,Low,Boiler Density,18.959
NO,2015,ALL,Medium,Boiler Density,25.564
NO,2015,ALL,High,Boiler Density,32.804
NO,2015,ALL,Low,Traffic NOx Emissions,19.137
NO,2015,ALL,Medium,Traffic NOx Emissions,20.2
NO,2015,ALL,High,Traffic NOx Emissions,37.939
NO,2015,ALL,ALL,ALL,25.042
NO,2015,Fall,Low,Boiler Density,19.762
NO,2015,Fall,Medium,Boiler Density,25.23
NO,2015,Fall,High,Boiler Density,32.24
NO,2015,Fall,Low,Traffic NOx Emissions,20.798
NO,2015,Fall,Medium,Traffic NOx Emissions,18.566
NO,2015,Fall,High,Traffic NOx Emissions,37.868
NO,2015,Fall,ALL,ALL,25.082
NO,2015,Spring,Low,Boiler Density,19.625
NO,2015,Spring,Medium,Boiler Density,28.74
NO,2015,Spring,High,Boiler Density,36.89
NO,2015,Spring,Low,Traffic NOx Emissions,23.158
NO,2015,Spring,Medium,Traffic NOx Emissions,20.711
NO,2015,Spring,High,Traffic NOx Emissions,41.386
NO,2015,Spring,ALL,ALL,26.978
NO,2015,Summer,Low,Boiler Density,10.82
NO,2015,Summer,Medium,Boiler Density,15.1
NO,2015,Summer,High,Boiler Density,20.861
NO,2015,Summer,Low,Traffic NOx Emissions,12.185
NO,2015,Summer,Medium,Traffic NOx Emissions,9.692
NO,2015,Summer,High,Traffic NOx Emissions,24.905
NO,2015,Summer,ALL,ALL,14.913
NO,2015,Winter,Low,Boiler Density,25.648
NO,2015,Winter,Medium,Boiler Density,33.565
NO,2015,Winter,High,Boiler Density,41.027
NO,2015,Winter,Low,Traffic NOx Emissions,27.307
NO,2015,Winter,Medium,Traffic NOx Emissions,26.721
NO,2015,Winter,High,Traffic NOx Emissions,46.213
NO,2015,Winter,ALL,ALL,33.067
NO2,2015,ALL,Low,Building Density,18.792
NO2,2015,ALL,Medium,Building Density,21.471
NO2,2015,ALL,High,Building Density,27.779
NO2,2015,ALL,Low,Traffic Density,19.772
NO2,2015,ALL,Medium,Traffic Density,20.569
NO2,2015,ALL,High,Traffic Density,27.345
NO2,2015,ALL,ALL,ALL,22.293
NO2,2015,Fall,Low,Building Density,17.61
NO2,2015,Fall,Medium,Building Density,19.605
NO2,2015,Fall,High,Building Density,26.674
NO2,2015,Fall,Low,Traffic Density,19.026
NO2,2015,Fall,Medium,Traffic Density,18.743
NO2,2015,Fall,High,Traffic Density,26.12
NO2,2015,Fall,ALL,ALL,21.309
NO2,2015,Spring,Low,Building Density,18.542
NO2,2015,Spring,Medium,Building Density,22.693
NO2,2015,Spring,High,Building Density,29.119
NO2,2015,Spring,Low,Traffic Density,21.256
NO2,2015,Spring,Medium,Traffic Density,20.56
NO2,2015,Spring,High,Traffic Density,28.537
NO2,2015,Spring,ALL,ALL,23.068
NO2,2015,Summer,Low,Building Density,14.741
NO2,2015,Summer,Medium,Building Density,17.497
NO2,2015,Summer,High,Building Density,22.766
NO2,2015,Summer,Low,Traffic Density,15.896
NO2,2015,Summer,Medium,Traffic Density,15.117
NO2,2015,Summer,High,Traffic Density,23.992
NO2,2015,Summer,ALL,ALL,17.407
NO2,2015,Winter,Low,Building Density,24.65
NO2,2015,Winter,Medium,Building Density,27.029
NO2,2015,Winter,High,Building Density,30.927
NO2,2015,Winter,Low,Traffic Density,26.072
NO2,2015,Winter,Medium,Traffic Density,25.594
NO2,2015,Winter,High,Traffic Density,30.94
NO2,2015,Winter,ALL,ALL,27.189
O3,2015,ALL,Low,Traffic Density,33.162
O3,2015,ALL,Medium,Traffic Density,30.753
O3,2015,ALL,High,Traffic Density,26.879
O3,2015,ALL,ALL,ALL,30.488
O3,2015,Summer,Low,Traffic Density,33.162
O3,2015,Summer,Medium,Traffic Density,30.753
O3,2015,Summer,High,Traffic Density,26.879
O3,2015,Summer,ALL,ALL,30.488
PM2.5,2015,ALL,Low,Boiler PM2.5 Emissions,8.834
PM2.5,2015,ALL,Medium,Boiler PM2.5 Emissions,9.304
PM2.5,2015,ALL,High,Boiler PM2.5 Emissions,10.823
PM2.5,2015,ALL,Low,Commercial Cooking,9.07
PM2.5,2015,ALL,Medium,Commercial Cooking,9.141
PM2.5,2015,ALL,High,Commercial Cooking,10.753
PM2.5,2015,ALL,Low,Traffic Density,8.826
PM2.5,2015,ALL,Medium,Traffic Density,8.834
PM2.5,2015,ALL,High,Traffic Density,11.3
PM2.5,2015,ALL,ALL,ALL,9.656
PM2.5,2015,Fall,Low,Boiler PM2.5 Emissions,6.93
PM2.5,2015,Fall,Medium,Boiler PM2.5 Emissions,8.123
PM2.5,2015,Fall,High,Boiler PM2.5 Emissions,8.734
PM2.5,2015,Fall,Low,Commercial Cooking,7.512
PM2.5,2015,Fall,Medium,Commercial Cooking,7.492
PM2.5,2015,Fall,High,Commercial Cooking,8.785
PM2.5,2015,Fall,Low,Traffic Density,7.302
PM2.5,2015,Fall,Medium,Traffic Density,7.171
PM2.5,2015,Fall,High,Traffic Density,9.314
PM2.5,2015,Fall,ALL,ALL,7.809
PM2.5,2015,Spring,Low,Boiler PM2.5 Emissions,9.037
